title,content,Category
TÌNH LAM CHÂU ÂU,"Mỗi người một trú xứ
Trên địa bàn châu Âu
Nhưng sợi dây thân ái
Kết chúng ta liền nhau

Dẫu không thường gặp mặt
Nhưng cảm thấy gần bên
Mặc dầu địa lý cách
Tình Lam mãi vững bền

Ta cùng chung lý tưởng
Rèn luyện đàn em ngoan
Có được nhân cách tốt
Tài Trí Đức vẹn toàn

Lại thêm một lần nữa
Ta đón Tết phương Nam
Trên khung trời Paltalk
Đầm ấm buổi trà đàm

Âu châu đang lạnh giá
Xuân đâu giữa mùa Đông
Vậy mà lòng ấm lạ
Tình Lam sưởi ấm nồng

Dẫu đi đâu cũng nhớ
Đến đàn em thân yêu
Nào ngại gì gian khổ
Hay khó nhọc đủ điều

Ngày nay vườn Sen Trắng
Nơi hải ngoại châu Âu
Vươn nở thêm nhiều cánh
Lung linh khắp địa cầu

Một ước mơ nho nhỏ
Mong đàn em lớn lên
Việt Nam quê ta đó
Mãi khắc ghi tim mình

Dòng đời luôn biến đổi
Vừa mới thấy đã qua
Chuyện ngày mai chưa tới
Hiện tại sống an hòa
_o0o_
À Ơi
Ta như cánh lục bình trôi
Sóng đời xô đẩy tận trời châu Âu
Đêm nằm khắc khoải u sầu
Hướng về quê mẹ ruột đau chín chiều
Sợ đàn em dại thân yêu
Quên nguồn quên cội dắt dìu tận tâm
Những điều huynh trưởng ta làm
Đền ơn Tiên Tổ nước Nam Lạc Hồng
 
Sương Anh",Thơ gia đình
MẸ YÊU,"Mẹ đã bán một đời son trẻ
Cho thời gian nhè nhẹ dần trôi
Da giờ đã trổ đồi mồi
Lưng còng  gối mỏi  vành môi nhạt nhòa  
Con lớn lên như hoa đồng nội
Tắm tình thương  lời nói thâm tình
Mẹ là tia nắng bình minh
Con thêm ấm áp đăng trình trùng khơi 
Mẹ vẫn lo cuộc đời trôi nổi 
Dạ Mẹ mong con giỏi chăm ngoan
Chỉ nghe con trẻ thở than
Lòng Mẹ đau  xé  ruột gan ai bào 
Đời ngập tràn lao đao giông bão 
Mẹ vững tâm không đảo nghiêng lòng
Bao năm chung thủy với chồng
Chăm lo con dại tam tòng vẹn nguyên 
Một tay mẹ bám mạn thuyền
Dắt dìu con trẻ đến miền vinh quang ",Thơ gia đình
MÙA THU VÀ VỢ,"Âm thầm vạt nắng mùa thu chín
Mơ màng trải khắp cõi gần xa
Tương tư như thể trời say đất
Đằm thắm như mình vẫn nhớ ta

Ta đi đi giữa trời thu đẹp
Hàng cây bãi cỏ góc đường quen
Thân thương như thể vòng tay ấm
Em ạ may mà anh có em

Phong trần một chuyến vào nhân thế
Duyên trời ta đã được cùng nhau
Bao mùa lá rụng bao mùa nắng
Quấn quýt tình nhau đến bạc đầu

Lưu luyến với màu thu huyền bí
Anh đã bâng khuâng suốt cả mùa
Chỉ có mùa thu đầy hương sắc
Mơ màng đằm thắm mắt em xưa

Anh yêu mùa thu như em vậy
Hút hồn ngay ánh mắt đầu tiên
Mùa thu đã đến ngoài khung cửa
Anh vẫn nơi này chỉ với em

lnp",Thơ gia đình
THÁNG BA CỦA CHỊ,"Năm tháng trôi vèo chẳng đợi ai
Tháng Ba của chị lại sang rồi
Nhớ ngày xưa nhỉ sinh nhật chị
Có mỗi bài thơ tặng chị thôi

Từ ngày em lớn biết tơ vương
Chỉ viết cho đầy những nhớ thương
Tháng Ba đã mấy mùa xoan nở
Tím biếc trong hồn những vết thương

Nhớ lại ngày xưa bên núi xa
Chiều chiều ra suối hái nhành hoa
Nước xanh trong quá như màu mắt
Chưa nhuốm phong sương với nhạt nhoà

Phố núi bây giờ vẫn thế thôi
Dẫu bao năm tháng đã qua rồi
Mây về chân núi mơ màng ngủ
Sương vẫn sớm chiều đậu lả lơi

Ôi nhớ làm sao tuổi mộng mơ
Một thời hoa bướm dệt vần thơ
Những bài thơ nhỏ xinh xinh đã
Ngập cả hồn ai nỗi ngẩn ngơ

Giờ cũng vẫn là tiết Tháng Ba
Phố phường Hà Nội rộn người qua
Chị em gần gũi mà xa cách
Bận việc nhiều khi chẳng nhớ là

Có những khi buồn khi nhớ ai
Em thèm ghê lắm một bờ vai
Như xưa chị vẫn hay ngồi cạnh
Và vuốt tóc em khẽ thở dài

Chị ạ mùa xuân đã đến rồi
Hôm nào cho rảnh để đi chơi
Hoa xoan nở tím khung trời cũ
Em thấy nhiều bông đã rụng rồi",Thơ gia đình
MẸ QUÊ,"Lặng thầm đôi mắt nàng dâu
mẹ tôi đi gánh cơn đau mùa màng
lũ dâng lúa áo bùn vàng
cành thu héo hắt mái làng tung tơi

Ngõ chiều lầy trượt mưa rơi
khói rơm đỏng đảnh reo cười mắt say
kéo cong nỗi nhớ bên này
phía kia chống chếnh loay hoay phận buồn 

Sông đi biền biệt xa nguồn
một vai mẹ gánh chồng con mùa màng",Thơ gia đình
CHỒNG TÔI ÐI KIẾM TIỀN,"Người ta đi kiếm tiền
Chửi mắng vẫn thản nhiên
Ậm ừ cho qua chuyện
Cuối tuần được lĩnh tiền

Chồng tôi đi kiếm tiền
Đôi lúc thật khùng điên
Chẳng may bị khiển trách
Lập tức bỏ việc liền

Không thích đời luồn cúi
Nhịn nhục vì đồng tiền
Chất ngất hồn thơ mộng
Túi lép xẹp thường niên

Ðôi khi còn lý sự
Nhiều thứ quí hơn tiền
Sao thiên hạ chẳng biết
Chỉ biết tiền tiền tiền

Vũ Kim Thanh",Thơ gia đình
KHÔNG CHAO ĐỘNG,"Người ta bảo khi không chao động
Có nghiã là không bận lòng nhau
Yêu thương giữ gạt những âu sầu
Và luôn mãi VUI TƯƠI  TÂM TỊNH
 
Hồn ta phải BÌNH AN  KIÊN ĐỊNH
Thần trí luôn bình tĩnh vững yên
Để cho TÂM AN VUI không phiền
Như thế chữ THIỀN mới đạt lý
 
Cuộc đời không bao giờ hoàn mỹ
Tình người luôn bị những khúc quanh
Một hồi kinh chuyện dữ hoá lành
Hãy hướng lòng THÀNH TÂM khấn nguyện",Thơ gia đình
LÁ THƯ CỦA MẸ,"Mùa lễ Mẹ con tình cờ đọc lại
Lá thư buồn Mẹ đã viết năm xưa
Mẹ hỏi rằng Cha đã sắp về chưa
Mẹ lo sợ Cha không về kịp nữa

Thời gian trôiMẹ một mình héo úa
Chuỗi ngày quên Cha nặng với ơn đền
Mẹ âm thầm mòn mỏi với buồn tênh
Đọc lá thư con nghe lòng bối rối

Mùa lễ mẹ con cúi đầu xin tội
Thay thế Cha xin mẹ hãy lượng tình
Bởi nước nhà trong nghịch cảnh điêu linh
Nên lỗi hẹn Cha quên tình vì nước

Giọt nước mắt hoen cánh thư ngày trước
Vẫn còn in trong trang vở úa vàng
Mỗi xuân về Mẹ ngắn lại thời gian
Tuổi đời phai Mẹ bao lần lệ đổ

Đọc lá thư con nghe lòng buồn khổ
Thương Mẹ hiền nhữngthố lộ tâm tư
Lá thư xưa con vẫn còn cất giữ
Mỗi thu về dòng chữ thêm nhạt phai

Thuở xa xưaMẹ hằng ngày mong đợi
Trong Cha về dù ngắn ngủi phút  giây
Mỗi thu buồn Mẹ nhìn lá vàng bay
Mẹ lo sợ có một ngày ly biệt

Nỗi lo kia đã là điều có thiệt
Chuyện thương tâm cũng phải đến một ngày
Buồn u uẩn Mẹ xuôi tay nhắm mắt
Để trần gian con trẻ sống lạc loài

Lá thư xưa vẫn dài theo ngày  tháng
Dòng chữ buồn còn in đậm trong con
Thư của Mẹ là nét son tình sử
Cõi vĩnh hằng xin Cha Mẹ giấc an

Lệ Tím",Thơ gia đình
NGẬM SẦU LÌA MẸ,"Con đi rồi cửa nhà hiu quạnh
Để Mẹ buồn mòn mỏi đợi trông 
Tháng năm dài trấn miền biên ải 
Áo bạc màu trả nợ núi sông 

Rồi một ngày tàn cơn khói lửa 
Đó là ngày xiềng xích chân tay 
Con không về bên vòng tay mẹ 
Mà lại về rừng rú khổ sai 

Chốn lao tù phủ đời lệ máu
Bến tương lai lơ lửng trời xanh
 Lối đi về vực sâu hố thẳm 
Xác thân mòn lau sậy bao quanh
 
Bỗng một chiều được hay tin mẹ
Tìm thăm con trước cổng tù lao
Không gặp mặt đành lau dòng lệ
Mấy năm rồi chỉ gặp chiêm bao
 
Ơi mẹ ơi  Ngậm sầu vuốt lệ  
Nén thương đau xóa hạt lệ khô 
Non sông bạc con đà lưu lạc 
Xin Mẹ tha vì mạt vận đồ 

Vivi 
Norway 20112016",Thơ gia đình
VỌNG LỜI MẸ RU,"Tháng năm lưu lạc quê người
Lênh đênh như hạt tuyết rơi nghẹn ngào
Chạnh lòng nhớ mẹ lệ trào
Vọng lời ru mẹ lao xao nắng vàng
Tiếng chim lạc đọng mây ngàn
Treo đồi lưu xứ gọi đàn kêu sương
Nhớ lời ru mẹ vấn vương
Nửa thân áo trắng vỡ trường nguyên trinh
Đêm mơ bóng mẹ lặng thinh
Lời ru mộng lệ ướt mi mẹ nhòa
Ngóng con mắt mẹ mù lòa
Vắng con hoang lạnh cửa nhà quạnh hiu
Mẹ ơi  Vọng mẹ mỗi chiều
Lời ru mẹ đọng hương yêu quê nhà
Ba mươi năm lẻ trôi qua
Ba mươi năm lẻ lệ tràn đồi non 

Nauy 161206
Tháng năm lưu lạc quê người
Lênh đênh như hạt tuyết rơi nghẹn ngào
Chạnh lòng nhớ mẹ lệ trào
Vọng lời ru mẹ lao xao nắng vàng
Tháng năm lưu lạc quê người
Lênh đênh như hạt tuyết rơi nghẹn ngào
Chạnh lòng nhớ mẹ lệ trào
Vọng lời ru mẹ lao xao nắng vàng
Tiếng chim lạc đọng mây ngàn
Treo đồi lưu xứ gọi đàn kêu sương
Nhớ lời ru mẹ vấn vương
Nửa thân áo trắng vỡ trường nguyên trinh
Đêm mơ bóng mẹ lặng thinh
Lời ru mộng lệ ướt mi mẹ nhòa
Ngóng con mắt mẹ mù lòa
Vắng con hoang lạnh cửa nhà quạnh hiu
Mẹ ơi  Vọng mẹ mỗi chiều
Lời ru mẹ đọng hương yêu quê nhà
Ba mươi năm lẻ trôi qua
Ba mươi năm lẻ lệ tràn đồi non 
Nauy 161206",Thơ gia đình
NỖI NHỚ MẸ,"Cứ mỗi thu vềVu lan đến
Con mồ côi lại nhớ mẹ khóc dòng
ẮP nỗi sầucứ đau đáu thầm mong
Gía ông trời cho con một lần gặp Mẹ
Giá như cái thuởcon còn trong vòng tay của Mẹ
Mà sớm hiểu được những giá tri làm người
Thì con đâu để nước mắt Mẹ phải rơi
Thì làm sao lưng Mẹ trùng xuống được
Nay trong dòng đờicon rộng bước
Dù mọi điều tốt đẹp ở bên con
Dù năm tháng qua đi
     tóc con phai mầu theo năm tháng thời gian
Con vẫn không một lànnguôi nhớ Mẹ

           C H",Thơ gia đình
VỀ THĂM MẢNH ĐẤT ÂN TÌNH,"Về quê mẹ ngày vui tươi thắm
Thăm mái nhà nồng ấm chưa xa
Mảnh vườn cây mới đơm hoa
Đất nung mẹ đắp luống cà liếp rau
Ân nghĩa đã thấm sâu một thuở
Tình xóm làng ai nỡ quên mau
Về cùng chung sống bên nhau
Thăm muôn dấu tích hôm nào quanh ta
Mảnh tình cũ bao la bất tận
Đất nhà ta mấy bận sinh sôi
Ân cha nghĩa mẹ đầy vơi
Tình thương non nước tình người Việt Nam
 
Viễn Phương",Thơ gia đình
LỜI VỢ ANH PHƯỜNG CHÈO,"Xóm bên đông có phường chèo trọ
Đương nửa đêm gọi vợ chuyện trò
Rằng ta thường làm quan to
Sao người coi chẳng ra trò trống chi
Vợ giận lắm mắng đi mắng lại
Tuổi đã già sao dại như ri
Đêm hôm ai chẳng biết chi
Người ta biết đến thiếp thì hổ thay
ở đời có hai điều nên sợ
Sống chết người quyền ở trong tay
Thế mà chàng đã chẳng hay
Còn ai sợ đến phường này nữa chăng
Vả chàng vẫn lăng nhăng túng kiết
Cuộc sinh nhai chèo hát qua thì
Vua chèo còn chẳng ra gì
Quan chèo vai nhọ 1 khác chi thằng hề
1 Vai nhọ người đóng trò bôi mặt lem nhem
Xóm bên đông có phường chèo trọ
Đương nửa đêm gọi vợ chuyện trò
Rằng ta thường làm quan to
Sao người coi chẳng ra trò trống chi
Vợ giận lắm mắng đi mắng lại
Tuổi đã già sao dại như ri
Đêm hôm ai chẳng biết chi
Người ta biết đến thiếp thì hổ thay
ở đời có hai điều nên sợ
Sống chết người quyền ở trong tay
Thế mà chàng đã chẳng hay
Còn ai sợ đến phường này nữa chăng
Vả chàng vẫn lăng nhăng túng kiết
Cuộc sinh nhai chèo hát qua thì
Vua chèo còn chẳng ra gì
Quan chèo vai nhọ 1 khác chi thằng hề",Thơ gia đình
NHỚ !,"Đêm nay ngắm bóng hoa lồng nguyệt
Khẽ hỏi lòng riêng có nhớ nhà 
Đất khách mịt mờ chân lữ thứ
Điệu đàngthuở đọc Gánh hàng hoa
Thầm trách Đông về gieo buốt lạnh
Tuyết rồi tuyết nữa cứ hoài rơi
Trùng trùng mây trắng
Ôi  Mây trắng
Trăng lặn_Sao mờ
Đêm tả tơi
Lỡ bước tha hương
Sầu viễn xứ
Nhớ về quê mẹ để bâng khuâng
Nhớ đêm trừ tịch bên bếp lửa
Đỏ ánh than hồng 
Ấm nghĩa nhân

Vẫn hỏi Vì sao vắng cánh Diều
Để giờ ăm ắp nỗi cô liêu
Áo trắng_sân trường  ghi khắc mãi
Nhớ gì 
Lại nhớ đến liêu xiêu 
Thì thôi 
Đã lỡ là lưu khách
Cả kiếp gian nan lấm bụi trần
Mai đây nếu muốn về nơi cũ
Chỉ ước đường xa cũng hóa gần

Đêm nay vẫn đợi hoa lồng nguyệt
Chợt thấy buồn thêm 
Thấy rất buồn 
Sống đến trăm năm rồi ra cũng
Như ánh chiều tà lưng lửng buông
28082014",Thơ gia đình
QUÊ EM MÙA BÃO LỤT,"chiều nay mưa có bớt rơi không
nước ngập mênh mông nước trắng đồng
thôn nhỏ mịt mùng cơn trời đất
nghe lòng quặn thắt nỗi cầu mong

cầu ván gập ghềnh qua mương cạn
chắc đã trôi theo lũ quét rồi
lối cũ em về thăm cha mẹ
còn đâu hoa bưởi rụng trăng soi

trời cứ mưa hoài không xót thương
đổ xuống người dân khúc đoạn trường
mái rạ dập dềnh con nước dữ
phận người trôi nổi mấy tai ương

một chút tâm tư gởi quê mình
chén gạo gói mì đang ngóng trông
nhỏ nhoi thân phận con dân Việt
chia sẻ cùng nhau một tấm lòng

Sydney tháng 10 2020
XichloLtBNN",Thơ gia đình
MẸ ỐM,"Mẹ bị sao hở mẹ
Hình như không được khoẻ
Mẹ hãy nói con nghe
Mẹ đau chỗ nào nè

Mẹ ngồi cho thật yên
Con cạo gió mẹ nhé
Gió ra hết mẹ khoẻ
Lòng con tan u phiền

Mồ hôi vã như tắm
Trên lưng mẹ của con
Cơn nóng sốt hẳn còn
Chắc là mẹ mệt mỏi

Trúng nắng rồi mẹ ơi
Vất vã chi mẹ hỡi
Con nay thời đã lớn
Tự nuôi sống được rồi

Thôi mẹ hãy nghĩ ngơi
Đừng bận tâm chi cả
Con đi chợ mua cá
Nấu cháo mẹ ăn nha

Con làm được mẹ à
Bếp núc có gì khó
Mẹ đừng lo con có
Thừa cái sự đảm đang

Con đắp chăn mẹ ấm
Ly nước để cạnh bàn
Mẹ lam lũ cơ hàn
Tiều tụy con thương quá

Mẹ ốm con xót dạ
Mẹ chóng khoẻ con vui
Mong lại thấy nụ cười
Hằng ngày trên môi mẹ

31122005",Thơ gia đình
MAI EM VỀ VỚI MẸ,"em sẽ nghe lời  anh
mai em về với mẹ
mang nỗi buồn cô đơn
mang nước mắt theo luôn
gót chân anh bước hành quân
ruổi rong suốt kiếp muôn phần đắng cay
quê huơng ta đã lưu đày",Thơ gia đình
THÁNG BA,"Thoắt tờ lịch bóc đã tháng ba
Vạt nắng hoe hoe trước sân nhà
Gió rắc chơi vơi màu xoan rụng
Em về áo trắng điểm tím hoa
 
Ngút ngát phù sa xanh bãi dâu
Bờ bãi quê ta thắm một màu
Mùa vui cô Tấm về trảy hội
Têm trầu cánh phượng ngát hương cau
 
Tháng ba trở lạnh  rét  nàng Bân
Sương trắng che ngang dải mây Tần
Thương ai em còn ngồi đan áo
Để gió ngại ngùng níu bước chân
 
Anh có về cùng tháng ba không
Mà góc vườn xưa mượt cánh hồng
Môi em thơm những lời hoa gọi
Hương mềm lan tỏa giữa mênh mông
 
Thì thầm em gọi ơi tháng ba
Hãy về dâng trọn bản tình ca
Gửi theo cánh gió về bên mẹ
Lời chúc yêu thương với an hòa",Thơ gia đình
MẸ ƠI… ÐỪNG NGHĨ NGỢI GÌ…,"Kính viếng hương hồn mẹ Nguyễn thị Huế 19291999
Và xin thay mặt toàn gia trân thành cảm ơn tới các quí cơ quan đoàn thểcùng bà con khu phốbạn hữu xa gầnhọ hàng nôị ngoại vvÐã tận tình giúp đỡchia sẻ đau buồn cùng gia quyến
Và đưa Mẹ tôi về nơi an nghỉ cuối cùng

Mẹ đi về cõi vô thường
Con còn dong ruổi quãng đường bơ vơ
Trời ơinon nước đơị chờ
Bỗng đâu tuyết lạnh phủ mờ bến mơ
Khói hương quằn quại ban thờ
Hướng về quê Mẹ lậy giờ biệt lỵ
Hai mươi năm trước con đi
Xôn xao nỗi nhớ thầm thì thương mong
Công Cha nghiã Mẹ trong lòng
Ru con từng phút long đong xứ người
Hôm nay trời nắng xanh tươi
Mà sao bão tố quanh người Mẹ ơi
Xót xa ngửa mặtthan trời
Trái tim ngàn dặm rã rời khát khao
Con về thăm Mẹ năm nao
Tuổi giàsức yếu xanh xao nụ cười
Mẹ dạy con biết làm người
Ðói  no trong sạch dù thời hàn vi
Thương yêuthân áitừ bi
Nên xaxa lánh những gì bất nhân
Lênh đênh như kiếp phù vân
Tình Mẹ muôn sắc trong ngần hào quang
Cho con hạnh phúc huy hoàng
Cho con đường nét mênh mang vị đời
Cho con hơi ấm tuyệt vời
Cho con phẩm giá muôn đời Việt Nam
Cho con sức mạnh đại bàng
Vượt qua biển lớnphũ phàng hiểm nguy
Cho con nguồn sống hồn thi
Cho con nhung nhớ những gì nước non
Những gì trọn đạo làm con
Những gì bùn rác vàng songọi mời
Cây cành nghiêng ngảMẹ ơi
Thiên thu Mẹ vẫn vẹn ngời dáng xưa
Phố phường làng xóm tiễn đưa
Ngậm ngùi thân quyến lệ mưa não nùng
Cơ quan đoàn thể buồn chung
Bạn bè cũ mới chia cùng niềm đau
Thành tâm hương nến trước sau
Nhạcthơ san sẻ vơi màu tóc tang
Cờ hoa rưng rức giăng hàng
Ðường xưa lối hẹp thênh thang tình người
Mẹ nơi chín suối ngậm cười
Linh thiêng phù hộ cho người trần gian
Con không về kịp chịu tang
Cúi đầu  xuống tóc niệm ngàn nam mô
Mong Mẹ siêu thoát dưới mồ
Cỏ xanh đất ấm biển hồ quê hương
Bao nhiêu kỉ niệm yêu thương
Biến thành bất tử trên đường con đi
Xin Mẹ đừng nghĩ ngợi gì
Mẹ ơiÐừng nghĩ ngợi gì  Mẹ ơi 
Mẹơi

Vũ Kim Thanh
Kính viếng hương hồn mẹ Nguyễn thị Huế 19291999
Và xin thay mặt toàn gia trân thành cảm ơn tới các quí cơ quan đoàn thểcùng bà con khu phốbạn hữu xa gầnhọ hàng nôị ngoại vvÐã tận tình giúp đỡchia sẻ đau buồn cùng gia quyến
Và đưa Mẹ tôi về nơi an nghỉ cuối cùng

Mẹ đi về cõi vô thường
Con còn dong ruổi quãng đường bơ vơ
Trời ơinon nước đơị chờ
Bỗng đâu tuyết lạnh phủ mờ bến mơ
Khói hương quằn quại ban thờ
Hướng về quê Mẹ lậy giờ biệt lỵ
Hai mươi năm trước con đi
Xôn xao nỗi nhớ thầm thì thương mong
Công Cha nghiã Mẹ trong lòng
Ru con từng phút long đong xứ người
Hôm nay trời nắng xanh tươi
Mà sao bão tố quanh người Mẹ ơi
Xót xa ngửa mặtthan trời
Trái tim ngàn dặm rã rời khát khao
Con về thăm Mẹ năm nao
Tuổi giàsức yếu xanh xao nụ cười
Mẹ dạy con biết làm người
Ðói  no trong sạch dù thời hàn vi
Thương yêuthân áitừ bi
Nên xaxa lánh những gì bất nhân
Lênh đênh như kiếp phù vân
Tình Mẹ muôn sắc trong ngần hào quang
Cho con hạnh phúc huy hoàng
Cho con đường nét mênh mang vị đời
Cho con hơi ấm tuyệt vời
Cho con phẩm giá muôn đời Việt Nam
Cho con sức mạnh đại bàng
Vượt qua biển lớnphũ phàng hiểm nguy
Cho con nguồn sống hồn thi
Cho con nhung nhớ những gì nước non
Những gì trọn đạo làm con
Những gì bùn rác vàng songọi mời
Cây cành nghiêng ngảMẹ ơi
Thiên thu Mẹ vẫn vẹn ngời dáng xưa
Phố phường làng xóm tiễn đưa
Ngậm ngùi thân quyến lệ mưa não nùng
Cơ quan đoàn thể buồn chung
Bạn bè cũ mới chia cùng niềm đau
Thành tâm hương nến trước sau
Nhạcthơ san sẻ vơi màu tóc tang
Cờ hoa rưng rức giăng hàng
Ðường xưa lối hẹp thênh thang tình người
Mẹ nơi chín suối ngậm cười
Linh thiêng phù hộ cho người trần gian
Con không về kịp chịu tang
Cúi đầu  xuống tóc niệm ngàn nam mô
Mong Mẹ siêu thoát dưới mồ
Cỏ xanh đất ấm biển hồ quê hương
Bao nhiêu kỉ niệm yêu thương
Biến thành bất tử trên đường con đi
Xin Mẹ đừng nghĩ ngợi gì
Mẹ ơiÐừng nghĩ ngợi gì  Mẹ ơi 
Mẹơi

Vũ Kim Thanh
Kính viếng hương hồn mẹ Nguyễn thị Huế 19291999
Và xin thay mặt toàn gia trân thành cảm ơn tới các quí cơ quan đoàn thểcùng bà con khu phốbạn hữu xa gầnhọ hàng nôị ngoại vv
Ðã tận tình giúp đỡchia sẻ đau buồn cùng gia quyến
Và đưa Mẹ tôi về nơi an nghỉ cuối cùng
Mẹ đi về cõi vô thường
Con còn dong ruổi quãng đường bơ vơ
Trời ơinon nước đơị chờ
Bỗng đâu tuyết lạnh phủ mờ bến mơ
Khói hương quằn quại ban thờ
Hướng về quê Mẹ lậy giờ biệt lỵ
Hai mươi năm trước con đi
Xôn xao nỗi nhớ thầm thì thương mong
Công Cha nghiã Mẹ trong lòng
Ru con từng phút long đong xứ người
Hôm nay trời nắng xanh tươi
Mà sao bão tố quanh người Mẹ ơi
Xót xa ngửa mặtthan trời
Trái tim ngàn dặm rã rời khát khao
Con về thăm Mẹ năm nao
Tuổi giàsức yếu xanh xao nụ cười
Mẹ dạy con biết làm người
Ðói  no trong sạch dù thời hàn vi
Thương yêuthân áitừ bi
Nên xaxa lánh những gì bất nhân
Lênh đênh như kiếp phù vân
Tình Mẹ muôn sắc trong ngần hào quang
Cho con hạnh phúc huy hoàng
Cho con đường nét mênh mang vị đời
Cho con hơi ấm tuyệt vời
Cho con phẩm giá muôn đời Việt Nam
Cho con sức mạnh đại bàng
Vượt qua biển lớnphũ phàng hiểm nguy
Cho con nguồn sống hồn thi
Cho con nhung nhớ những gì nước non
Những gì trọn đạo làm con
Những gì bùn rác vàng songọi mời
Cây cành nghiêng ngảMẹ ơi
Thiên thu Mẹ vẫn vẹn ngời dáng xưa
Phố phường làng xóm tiễn đưa
Ngậm ngùi thân quyến lệ mưa não nùng
Cơ quan đoàn thể buồn chung
Bạn bè cũ mới chia cùng niềm đau
Thành tâm hương nến trước sau
Nhạcthơ san sẻ vơi màu tóc tang
Cờ hoa rưng rức giăng hàng
Ðường xưa lối hẹp thênh thang tình người
Mẹ nơi chín suối ngậm cười
Linh thiêng phù hộ cho người trần gian
Con không về kịp chịu tang
Cúi đầu  xuống tóc niệm ngàn nam mô
Mong Mẹ siêu thoát dưới mồ
Cỏ xanh đất ấm biển hồ quê hương
Bao nhiêu kỉ niệm yêu thương
Biến thành bất tử trên đường con đi
Xin Mẹ đừng nghĩ ngợi gì
Mẹ ơiÐừng nghĩ ngợi gì  Mẹ ơi 
Mẹơi

Vũ Kim Thanh",Thơ gia đình
TÂM SỰ CHỊ EM,"Chị cũng như em có một thời
Cũng buồn cũng khổ chết được thôi
Em ơi trăng sáng trên trời biếc
Đâu dễ chúng mình hái riêng chơi
Ánh bạc lung linh trải khắp nơi
Nghe chị rồi em sẽ thấy vui
Bao nhiêu thơ ý cho em đấy
Nghĩ thế là như có nhau rồi
Thương lắm em tôi tuổi vào đời
Cánh hồng nỡ héo ở trên môi
Cái nét tươi duyên giờ đâu mất
Chị muốn thơ em lại mỉm cười
Chắc là khó lắm phải không em
Nào chị em mình thử gắng xem
Ai người qua được cơn bão tố
Ai vấp ngã rồi đứng thẳng lên
Chị cũng như em có một thời
Cũng buồn cũng khổ chết được thôi
Em ơi trăng sáng trên trời biếc
Đâu dễ chúng mình hái riêng chơi
Chị cũng như em có một thời
Cũng buồn cũng khổ chết được thôi
Em ơi trăng sáng trên trời biếc
Đâu dễ chúng mình hái riêng chơi
Ánh bạc lung linh trải khắp nơi
Nghe chị rồi em sẽ thấy vui
Bao nhiêu thơ ý cho em đấy
Nghĩ thế là như có nhau rồi
Thương lắm em tôi tuổi vào đời
Cánh hồng nỡ héo ở trên môi
Cái nét tươi duyên giờ đâu mất
Chị muốn thơ em lại mỉm cười
Chắc là khó lắm phải không em
Nào chị em mình thử gắng xem
Ai người qua được cơn bão tố
Ai vấp ngã rồi đứng thẳng lên",Thơ gia đình
CON THƯƠNG CỦA MẸ,"Có sống khổ nơi xa rời đất  Mẹ                      
Mới hiểu rằng tình nghĩa chẳng phai mờ
Rồi nhớ lại những lời dù rất khẻ
Thương con khờ phải nhiều lúc ngẩn ngơ
 
Một tiếng Mẹ với tình thương triều ấm
Đã nói lên bao sâu đậm tình thâm
Ánh nhiệm mầu chưa một lần con dám
Niềm tin con vẫn quyện lấy hương trầm
 
Con đừng buồn dầu Mẹ đau quằn quại
Biết lòng con Mẹ sung sướng trăm bề
Chuyện bịnh tình làm đau lòng trẻ dại
Ráng gượng cười quên cuộc sống lê thê
 
Con đừng lo một ngày rồi sẽ hết
Nhưng tình thâm còn đọng nét đơn sơ
Còn vấn vương với bao lời tha thiết
Thương con mình như lúc tuổi còn thơ
 
Lời thỏ thẻ thương yêu còn vang vọng
 Mấy ngày qua thật ấm áp nồng nàn
Mẹ đã trải những khoảng đời sống động
Biết giữ gìn trân quí tận tâm can
 
Đừng khóc nữa nhìn con bên gối Mẹ
Mẹ mừng vui dầu dâu bể trầm luân
Mẹ mãn nguyện với tình thương con trẻ
Vượt đường xa không còn thấy gian truân
 
Đặng Xuân Linh",Thơ gia đình
