title,content,Category
CON LÀ CON MÈO TRẠNG QUỲNH CỦA MẠ,"Mạ sinh con đang lúc nhà nghèo khó
Một phần cơm, khoai sắn độn hai phần
Thuở ấu thời, mắm cà cùng muối đậu
Con đã quen ngon miệng món nhà bần.

Lúc mớ rạm ngoài đồng đem ram muối
Muà nước lên con bống thệ kho khô
Những chột nưa mạ nấu cùng tí ruốc
Rau tập tàng vị ngọt những ngày thơ.
 
Đọi rau khoai ngọt ngào con tôm đất
Hũ tép chua có những lát măng vòi
Bánh tráng nướng còn thơm mùi mít trộn
Những món quen con vẫn nhớ trọn đời.

Ngày mưa bão, trên mâm thường trứng luộc
Trưa mùa hè, nước rau muống thay canh
Chút dưa, muối cũng vội vàng xong bữa
Sao mạ hay - ngồi ăn cuối một mình.

Con là con mèo Trạng Quỳnh cuả mạ
Đã phận quen ăn những món ăn nghèo
Trước những mâm đầy sơn hào hải vị
Con dửng dưng như đứa trẻ quen chiều.

Giờ con đã xa nửa vòng trái đất
Biết khi mô mới trở gót quay về
Trên bếp lưả chụm rơm chiều khói tỏa
Con cá cơm mạ nấu bữa canh me.
 
Cho ấm áp thêm cuộc đời trống lạnh
Hạnh phúc này xoa diụ tấm lòng con
Khi hơi toả thơm ngát mùi gạo mới
Trên tay con, miếng cơm cháy thơm dòn.
 
Con, đứa trẻ lạc loài trên xứ lạ
Đang quay cuồng theo cơm áo, ngựa xe
Mà thương mạ vẫn thường hay tựa cửa
Bên mâm cơm, vắng bóng đứa con về.  
 
                              Huy Phương",Thơ gia đình
MẸ,"Mẹ gánh còng lưng cả một đời
Đôi vai nặng trĩu không hề vơi
Bên tình bên nghĩa - nào quản ngại
Những nỗi nhọc nhằn - chẳng nghỉ ngơi.

Con sao đếm xuể được công lao
Của Mẹ - biển sâu, tựa núi cao
Tấm lòng ấm áp luôn rộng mở
Ôm cả đàn con - thật ngọt ngào.

Bên Mẹ con cảm phút bình yên
Được Mẹ tâng tiu - vỗ giấc hiền
Như hồi thơ bé trong tay Mẹ
Chiếc nôi tuyệt diệu rất thiêng liêng.

Con mong Mẹ sống mãi trên đời
Cho con được thấy Mẹ mỉm cười
Bên đàn cháu ngoan - con hiếu để
Hạnh phúc tuổi già - được thảnh thơi.

PEARL",Thơ gia đình
TẠ ƠN MẸ,"Tạ ơn Mẹ, người không cùng huyết thống
Tóc mẹ vàng, da mẹ trắng như mây
Mẹ vớt con từ vực thẳm lưu đày
Nuôi con lớn bằng tình thương máu mủ
 
Tạ ơn Mẹ vì con mà lam lũ
Ngày qua ngày trong xưởng máy, nhà kho
Làm thêm giờ cho con được ấm no
Đêm lại thức dạy con từng tiếng Mỹ
 
Khác ngôn ngữ như ngăn thành, cách lũy
Mẹ dỗ con bằng ánh mắt, vòng tay
Mẹ gốc Âu, con gốc Á, khổ thay
Con là nợ, vì đâu mà mẹ gánh!
 
Mẹ biết con từ quê hương bất hạnh
Có lũ người hung ác tựa sài lang
Nuốt miền Nam bằng nanh vuốt bạo tàn
Đưa cả nước trở lại thời trung cổ
 
Cũng từ đó con như chim mất tổ
Tuổi còn thơ đã bỏ mẹ, lìa cha
Xuống thuyền đi trong nước mắt nhạt nhòa
Đem tính mạng gửi trên đầu ngọn sóng
 
Nhờ ơn Mẹ như trời cao biển rộng
Con mới còn sống sót đến ngày nay
Được nên người trên đất nước thứ hai
Niềm hãnh diện cho cả hai dân tộc
 
Trong hồn con mẹ rạng ngời ánh đuốc
Sáng bập bùng soi mỗi bước con đi
Lời Mẹ hiền con sẽ mãi còn ghi:
“Là dân Mỹ, nhưng đừng quên gốc Việt!”
 
Dâng lên Mẹ đóa hồng tươi thắm thiết
Chứa tình con từng cánh đỏ yêu thương
Mai con về quì hôn đất quê hương
Càng nhớ đến ngàn công ơn của Mẹ.
 
                VŨ ĐÌNH TRƯỜNG",Thơ gia đình
MẸ MỘT ĐỜI NÓI DỐI - BỞI THƯƠNG CON,"Cả cuộc đời mẹ giản dị thương con
Chỉ cho đi, sống vẹn tròn sớm tối
Mẹ thương con nên mẹ toàn nói dối
Nhận thiệt thua đắp đổi hết tháng ngày
Bữa cơm xưa nghèo mẹ bảo thích ăn khoai
Chút mắm, rau dưa chẳng đoái hoài thịt cá
Áo mới cho con nhưng mẹ toàn áo vá
Mẹ bảo rườm rà, vướng víu mẹ không quen
Cả đông dài mẹ chỉ chiếc áo len
Con nai nịt chặt lèn trong áo ấm
Mẹ lại bảo thích cái chăn cũ mỏng
Nhường cho con chăn dạ độn bông dầy
Con học xa nhà mẹ xuôi ngược mượn vay
Gửi cho con rồi cuốc cày trả nợ
Mẹ bảo cứ lo học hành thi cử
Mẹ ở nhà vẫn ổn vẫn không sao
Con trưởng thành tuổi mẹ đã dần cao
Vết chân chim lệch xô về cuối mắt
Vẫn cặm cụi vẫn lần hồi cóp nhặt
Bảo: bọn trẻ về cho chúng nó mang đi
Đứa mẹ đẻ ngày nào giờ như cánh thiên di
Mê mải bon chen chẳng mấy khi về được
Nước mắt chảy xuôi...có bao giờ chảy ngược
Mẹ âm thầm nơi cuối rặng hoàng hôn
Mẹ già rồi đồng nghĩa với cô đơn
Nhưng vẫn thương con và vẫn còn nói dối
Trái gió, trở trời hoặc ốm đau nhức mỏi
Con lo, gọi về mẹ bảo : mẹ bình an...
Có giọt lệ vừa rơi xuống đất vỡ tan
Con bật khóc giữa trăm ngàn lối rẽ
Nhưng chỉ có lối đi về phía mẹ
Là bao dung thanh thản đến nghẹn ngào
Mẹ nói dối một đời con mới được bay cao
Mới thỏa ước mơ ngày nào từng ấp ủ
Biết tận hiếu, đáp đền nhiêu cho đủ
Tình mẹ thương con...xin tạc dạ muôn đời
Con thương mẹ nhiều, mẹ nói dối của con ơi
 
                                                 Đỗ Quyên",Thơ gia đình
LÀM THÂN CON GÁI,"Nón có quai càng cài càng chặt
gái theo chồng ai bảo đeo gông
một mai con bế với con bồng
phúc vinh sánh xuân hồng láng lai
 
mỹ nhân thường kén chọn anh tài
nồi nào vung ấy mới an bài
ngày tháng trôi đi trên mái tóc
cố níu sao xuân bất tái lai
 
mệnh danh người giữ lửa tài ba
trục trặc hờn ghen chút gọi là
ấm lửa như trói người xa ngã
ví tựa kim cô cõi ta bà
 
khi vai em để đầu anh tựa
cân cả buồn vui cả một đời
kén cá chọn canh thời xuân sắc
 cõi lòng góc khuất chút chơi vơi.",Thơ gia đình
QUÀ GỬI CHỊ,"Tuần sau có người về chị cần gì cho em gởi
Nghĩ mãi chẳng ra, hay em gởi chị tiền ?
Bên ấy thích gì chị cứ mua sắm
Cửa hiệu bên nhà, hàng ngoại đầy đủ như bên đây.

Sống một mình chị đâu cần mua sắm
Đã quá sáu mươi chị chẳng thiết chi đâu
Cái chị cần sao em không gởi ?
Thằng em trai biền biệt đã mấy mươi năm !

Chị muốn em gởi cho chị mùi tóc cháy
Lẫn mồ hôi đẫm ướt áo sơ mi
Nhớ ngày xưa em thường đèo chị
Đến xưởng may vào buổi trưa hè.
Lãnh lương xong ba mươi đồng trong túi
Chị dúi vào tay em tờ bạc chẵn năm
Cho cậu em “tiền này mua sách
Ráng học nghe em, ráng học nghe !”
Tối xong bữa, chị ngồi, chị ngắm
Thằng em trai thích nhoẻn miệng cười
Và cả tấm hình em vẽ chị
Giữ mãi tuổi thanh xuân của chị năm nào…

Có về nhà chơi, em cho chị gởi
Một nụ hôn và chục nụ hôn
Lên đôi má nhăn nheo của bố mẹ
Em còn hạnh phúc, chị thì không !
Mỗi buổi tối có ôm đàn trẻ nhỏ
Chị nhắn vài lời, “bác nhớ bố chúng mày ghê !”

Nghe chị nói … lòng dâng đầy cảm xúc
Chiếc nón này, mùi tóc cháy em đây
Chiếc áo sơ mi mặc hôm nay không cần giặt
Sẽ chở che chị bớt lạnh … trưa hè !

Khù Khờ",Thơ gia đình
LỜI CHO CON,"* Cảm tác từ ảnh “Ba&Con” của Nhân Thạch *

Ba dẫn Con về thăm lại miền quê
Có Dừa, Chuối
Có bốn bề nắng, gió
Có luống rau xanh
Vạn Thọ vàng trước ngõ
Có nỗi ngọt ngào không biết tỏ làm sao.

Ba và Con cùng bước chậm bên nhau
Nghe như đất đang thì thào khe khẽ

Quê là Ba – của một thời rất trẻ
Bắt ốc
Mò Cua đồng
Và vớt cá Lia Thia.

Quê là Nội – trằn trọc lúc giữa khuya
Toan tính việc cho ngày kia, ngày mốt
Là chăm bón cho ruộng vườn tươi tốt
Cho lúa trĩu vàng, chắc hột lại ngon cơm.

Ba dẫn Con về thăm quê – một hôm
Mà ghi khắc vào tâm hồn là mãi mãi
Ba đi xa
Còn quê thì ở lại
Nhưng muôn đời hoa trái vẫn chờ mong.
…
Quê là ân tình – Con nhé !
Có biết không.

Tú_Yên
(26-06-2022)",Thơ gia đình
MẸ THẾ KỶ,"Tôi ngồi bên cửa sổ
viết nhạc tính tình tang
Mẹ ngồi bên cạnh bình an
miệt mài biên chép từng hàng từng câu

Mẹ ngồi chép kinh Phật
tay run run từng nét vụng về
vừa chép vừa nhẩm đọc a ê
thương Mẹ quá
ôi một trời hạnh phúc

Tôi buông phím
nhìn Mẹ yêu một lúc
tự nhủ thầm, “Trăm tuổi được mấy ai”
chợt rùng mình nghĩ đến tương lai
khi nắng tắt hoàng hôn rụng xuống

Hạnh phúc của tôi bao người ước muốn
Mẹ trăm năm hồ dễ được bao người
Mẹ nhìn lên móm mém nụ cười
Hôn tay Mẹ hồn rưng rưng cảm xúc

Một trăm năm cùng dòng đời trong đục
Mẹ vẫn còn sáng suốt tinh anh
Chắp tay nguyện cầu cùng đấng cao xanh
phò hộ Mẹ sống vui cùng con cháu

Cuối Tháng 4/2022",Thơ gia đình
THƯƠNG MẸ,"Muốn nói gì thì cũng đã muộn màng
Còn di ảnh, còn khói nhang, tưởng niệm
Bao nỗi nhớ, bao buồn vui, ...câu chuyện
Mẹ đi rồi, con biết kể cùng ai?
 
Có đôi khi ngồi lặng lẽ thở dài
Ôn kỷ niệm, thèm phút giây bên mẹ
Vòng luân hồi, cõi trần gian...là thế
Đến rồi đi, đời cõi tạm mà thôi!
 
Nhớ mẹ nhiều,
Ôi nhiều lắm...mẹ ơi
Gần ngày giỗ, đã một năm rồi đó!
Thắp nén nhang, con thì thầm nho nhỏ
Mong ở phương trời,
Mẹ an nghỉ nghìn thu....
 
Tia Nắng Đỏ",Thơ gia đình
MẸ!...,"Chiếc bóng bên trời thương nhớ xưa
Bờ mi hun hút... nỗi mong chờ!
Đơn côi, lạc lõng buồn vương mắt
Chờ bước con về trong gió mưa!

Hy vọng bừng lên hoa bướm say
Mẹ luôn khao khát biết bao ngày!
Đón con đầu ngõ, mừng khôn xiết
Mở rộng vòng tay, lệ ướt đầy!

Con mãi đi về như gió mưa...
Mưa luân chuyển tiết, gió xoay mùa!
Con theo cơn sóng tan rồi hợp...
Về mẹ bên trời thương nhớ xưa!

Đến một chiều thu lệ ướt đầy
Con về không kịp nắm vòng tay!
Mẹ nằm yên giữa trời hư ảo...
Tan vỡ hồn con, tiếc những ngày!

Mẹ đã xa rồi như khói mây...
Vườn hoang lạnh lẽo gió mưa đầy!
Lối xưa gợi nhớ chiều đưa tiễn...
Nặng nỗi u hoài hoa cỏ lay!

18/5/2022",Thơ gia đình
"NGÀY CỦA MẸ
HAPPY MOTHERS' DAY","Mẹ cho con cả đất trời
cho con thỏa chí rong chơi tang bồng
Mẹ cho con cả mênh mông
con đem vung vãi vô vòng lợi danh
bao giờ trời đất chông chênh
con về mẹ nấu bát canh rau vườn
nếm nêm muối mặn tình thương
Mẹ ôm cả Thái Bình Dương trong lòng...
(Xichlo-LtBNN 2020)",Thơ gia đình
NGÀY CỦA MẸ,"Những năm chinh-chiến bao lần chạy giặc
Mẹ dắt con đi khắp nẻo vùng quê
Tránh đạn bom giặc gieo rắc tư bề
Con bên mẹ nên chẳng hề lo sợ

Bao gian nguy mẹ hằng ngày che chở
Con yên lòng để ăn ngủ lớn khôn
Những tháng ngày trong giữa chốn đạn bom
Mẹ còn dẫn con tới trường - đi học

Chữ nghĩa thông nay con giữa bui đường lăn-lóc
Vẫn viết chưa tròn hai chũ ""Mẹ Thương""
Nay xa-xôi nơi đất khách tha-hương
Chiến-tranh không vẫn chẳng yên trong dạ

Có phải chăng đây là vùng xa xứ lạ
Hay tại vì không có mẹ sẻ-san
Thuở ấu thơ xưa ngày một phai tàn
Nhớ về Mẹ chỉ ngắm khói nhang lững-lờ",Thơ gia đình
