title,content,Category
LÁ THÔNG VÀNG,"hoàng kim, thời nào, còn đâu nữa
bóng chiều đã xế, mùa thu về
cũng như tùng bách, người quân tử
cuối thu vàng lá, thời hoàng kim
vẫn tưởng muôn đời xanh rì mãi
cũng đến ngày thu lá thông vàng
rơi rụng cắm sâu mình vào đất
thời hoàng kim, ngày xửa, ngày xưa
Nguyễn Trung",Thơ thiên nhiên
GOM LÁ THU TÀN,"Thu tàn gom nhóm lá khô
nghe giòn tan vỡ từng mô phiến gầy
chừng như gió cũng buồn lây
rong lên một thoáng cho đầy lòng rưng
Gom nhanh, sao lại ngập ngừng
còn gì vỡ giữa tận cùng nữa đâu
phải vàng, lá đã vàng mau
biết rơi, lá cũng rơi sâu cuối mùa
Mai vườn hồng vạt nắng xưa
cành ươm lá biếc hợp vừa ý xuân
thu đi quá độ ngập ngừng
nên đông chừ đã nhắc chừng tuyết rơi
Mới thôi mây đã xám trời
lời chưa dứt vọng mà người đã xa
rùng mình, gió cuốn lá qua
lòng gom vén được bóng tà huy sương !
Cao Nguyên",Thơ thiên nhiên
TRĂNG ĐÃ VÀO ĐÔNG,"Ở đây trăng đã vào đông
Hằng Nga trắng lạnh buồn không phương nào?
Đêm dài bàng bạc trên cao
Anh nghe mùa nhớ lạc vào cõi thơ
Trăng lên núi đợi sông chờ
Nẻo xa diệu vợi mịt mờ mưa tuôn
Nghe tình lên ghép vần buồn
Nghe đêm thao thức trên khuông nhạc sầu",Thơ thiên nhiên
THÔNG ĐIỆP MÙA THU,"trăng thu soi rực rỡ
mọi ngõ tối cuộc đời
tôi nhủ lòng mở cửa ra phơi
cho thổn thức tràn ra ngoài khung cửa
biết xuân tôi sẽ không quay về nữa
thôi cũng đành vui với lá vàng tươi
nghe tiếng gió thu cười
rượt nhau qua thềm vắng
trăng trên cao nghiêng mình soi tĩnh lặng
đêm mơ màng trong hạnh phúc mênh mông
hồn chơi vơi muôn nhạc khúc ở trong lòng
nghe cả tiếng thời gian đi chậm lại
“những ngày xưa thân ái”
giờ đã ghé nơi đâu
khúc thu xưa đầy rẫy những sắc màu
trên hoa lá, trên tuổi thơ bừng sáng
chiếc lá thu cong mình như làm dáng
gọi hương thu về bên bụi cúc vàng
thu thực sự đã sang
lá rì rào tâm sự
trước biệt ly sụt sùi buồn, trùng trình do dự
chia tay rồi gió sẽ cuốn về đâu
tựa đầu nhau kể chuyện suốt canh thâu
làm sao biết ngày mai có còn nhau khi mặt trời lay gọi
ánh trăng thu soi rọi
đêm se lạnh vô tình
tôi cũng chờ để được hồi sinh
mơ trở lại bến đò trăng năm cũ
cuộc sống này đã cho tôi thừa đủ
cả khổ đau lẫn hạnh phúc bao lần
rời rạc tiếng khánh ngân
đêm trở mình vội vã
bóng cây nghiêng và con trăng cũng ngả
rất vô tâm che khuất chỗ tôi ngồi
rất tự nhiên tim đập nhịp bồi hồi
trăng ngả bóng như đời tôi ngả bóng
tôi cố bám vào sự mong manh và niềm hy vọng
như ánh trăng khuya vẫn lóng lánh ở lưng đồi
tôi nhìn trăng, trăng cũng nhìn tôi
và cùng lúc quay nhìn cây cỏ
tất cả lặng yên để nghe tiếng gió
ngang qua cành gửi thông điệp mùa thu
Mùa trăng tháng 8/2015",Thơ thiên nhiên
THU XƯA,"Lá bay bay trên con đuờng huyền sử
Tay trong tay tình tự khúc tâm ca
Mùa thu ngày ấy đã xa
Còn đây thương nhớ lệ oà vào tim
Ta bơ vơ tìm về miền kí ức
Mưa thu buồn rưng rức lệ chia ly
Từ ngày em bước vu quy
Mùa thu đã chết còn gì cho nhau.
Nguyen Ngoat",Thơ thiên nhiên
KHI MÙA THU TRỞ GIẤC,"Khi mùa Thu trở giấc
Anh nhớ em.
Không phải Thanh Tịnh năm xưa : Tôi đi học
Chỉ nhớ cành Sen hồng lộng lẫy, em dành tặng tôi.
Vừa thanh khiết, vừa thơm mùi tao nôi.
Tôi hiểu em với lòng lành và độ lượng
Trăng thi ca sáng tỏ một đêm rằm
Nụ cười hàm tiếu thanh cao như mùa thu chín
Tôi yêu em từ thuở hứng ánh rằm.
Mùa thu về trẻ con tựu trường với lòng nô nức
Tôi nhớ nàng như dũng sĩ nhớ biên cương
Nhớ buổi xuân nào trên phố chạy ngang tàng
Cho kịp gieo vào lòng mùa xuân chín
Mùa Thu nay đất trời có độ lượng
Cho em gửi cánh sen lộng lẫy ngọc ngà
Muôn đời tình yêu là bất tận
Dẫu hai đầu nỗi nhớ cách xa.
NGÃ DU TỬ/ SG",Thơ thiên nhiên
TẢN MẠN ĐẦU THU...,"Tháng Mười cây hoa lá đều sũng ướt
Bởi những cơn mưa đang trút xuống đường
Khung cửa sổ đọng lại những giọt vương
Hạt lóng lánh như sương rơi buổi sáng
Mưa đầu Thu nhẹ nhàng và lãng mạn
Ta lặng nhìn giọt óng ánh trong veo
Thỉnh thoảng có cơn gió khẽ đưa vèo
Khiến giọt mưa lay động rơi xuống đất
Suốt cả tuần mưa trở nên nặng hạt
Thảm cỏ mềm ướt đẫm ở ngoài hiên
Thấy trong lòng như có chút chao nghiêng
Khuấy tâm tư nỗi muộn phiền vô cớ...
Mưa mãi khiến bầu trời luôn bao phủ
Áng mây đen, xám ôm cả không trung
Dẫu biết rằng trái đất luôn xoay vòng
Hết Hạ đến Thu qua Đông rồi Xuân tới
Café đắng trên tay còn bốc khói
Hồn lâng lâng không thể nói nên lời
Mượn câu vần thả rung động đầy vơi
Rớt xuống dòng mưa trôi đi miên viễn...
Sương Anh",Thơ thiên nhiên
HOÀNG HẠ BAY,"người sang ngồi ngâm “hoàng hạc lâu ”
ta ở ngoại ô, xóm “gỗ cầu”   (woodbride town)
ra khoảnh vườn con, sau nhà nhỏ
thấy hoa vàng dại, hoàng hạ bay
  hoàng hạ bay, hoa vàng vụng dại
trong ta ngày cũ, lãng đãng về
tà áo bay bay,  thời xưa ấy
loang loáng mặt đường nắng vàng chanh
  bụi hoa cánh bướm rung rinh động
vương vất lời thơ hoàng điệp xưa
nữa tỉnh nửa mơ Trang Tử mộng
thức giấc rồi, hay vẫn chấp mê
  ngắm gốc thông già trong chậu đất
tưởng như đang giữa chốn bạt ngàn
nắng vàng đọng lại trên cánh bướm
hay cụm hoa thành hoàng hạ bay
Nguyễn Trung",Thơ thiên nhiên
HOA ĐỢI CHỜ,"Nầy em!-Em hãy cùng ta
Lên đồi thương nhớ hái hoa đợi chờ
Một loài hoa rất ngây thơ
Dưới trời mưa nắng bơ vơ bóng đời
  Nhìn hoa thương lắm em ơi
Trên đồi thương nhớ không lời than van
Hoa sầu trong giấc miên man
Hè đi, Thu đến, Đông tàn, Xuân qua
  Nơi miền hoang vắng bao la
Một đời hoa vẫn thiết tha với người
Đợi chờ khi gió mưa lơi
Người xa đâu đó về chơi chốn nầy
  Kìa em!-Sau đám sương mây
Nắng xuân vừa hé ngất ngây cõi đời
Hoa đợi chờ nở thật tươi
Hoa không hương sắc lả lơi gợi mời
  Trên đồi thương nhớ em ơi
Có muôn điệp khúc reo vui giữa lòng?
Gió mây chung mối tình hồng
Hồn say trong giấc hương nồng ấm êm
  Bây giờ anh đã có em!...
Đôi ta sánh bước qua thềm ước mơ
Quên đi năm tháng đợi chờ
Cho yêu thương thắm bên bờ tương lai
  Viễn Phương",Thơ thiên nhiên
ĐÊM TRĂNG QUỲNH HOA,"quỳnh hoa, quỳnh hoa
tình ta,
đêm trăng,
hoa nở vội tàn
chỉ cần một giây phút thôi
kệ năm tháng trôi
trăng vội tàn, nguyệt khuất
mộng trôi theo thời gian
hương xưa còn mãi đượm
tình ta
đã xa rồi một thời
đã xa rồi thủa ấy
trăng trở về nhạt nhòa
người đi xa mãi mãi
mang theo ánh trăng xưa
còn lại một mình ta
với đóa hoa úa tàn
Nguyen Trung",Thơ thiên nhiên
THU,"Thu đã về đây bước ngập ngừng
Áo vàng thơm quá ngỡ hương xuân
Trời ghen môi đỏ mây thay áo
Rừng núi mơ tiên bướm gọi mừng
Lối nhỏ gót hồng dấu cỏ xanh
Gió trêu hoa lạ lá hôn cành
Ngày mai lá sẽ buồn tan rã
Cũng giống như ngày em vắng anh
Trời đất già nua nên rất buồn
Mưa chiều che mắt sợ lệ tuôn
Hàng cây hò hẹn thêm hờn tủi
Nắng đã lỗi thề thẹn gặp sương
Tóc sầu vương vấn nợ ba sinh
Biết nói làm sao chuyện chúng mình
Đất khách lòng đau đêm thức trắng
Chờ nghe chim hót gọi bình minh
Sân trước hoa lau nở muộn màng
Bụi đường không hẹn đón thu sang
Hôm nay chim khách không mời khách
Có lẽ còn đau chuyện lỡ làng
Núi biết vọng phu tự thuở nào
Để buồn chinh chiến để hồn đau
Nghìn xưa bể hận mênh mông quá
Biết có còn yêu những kiếp sau
Những chiếc lá vàng như hồn thu
Áo bay trắng xoá biển sương mù
Đường xưa hương cũ còn say mộng
Lòng vẫn chưa yên chẳng dám tu
Đêm thu tình tứ quên đất trời
Yêu từ gót nhỏ đến bờ môi
Mai về cuối nẻo đường hư ảo
Vẫn nhớ hương thu lẫn dáng người…
MD 09/04/02
LuânTâm
(Trích trong TT""HƯƠNG ÁO"",MinhThư Xuất bản,MD/USA.2007, tr.316-317)",Thơ thiên nhiên
MÙA HẠ XA XƯA,"Nghe tiếng ve kêu biết hạ đang về
Chói chang vạt nắng nung màu phượng đỏ
Sắc hoa rạng rỡ nhắc tình học trò
Tạm biệt cách nhau mấy tháng nghĩ hè
Khắc ghi lưu bút dại khờ tuổi trẻ
Tôi giấu bóng em sâu thẳm đáy tim
Viết ra trang giấy loang màu mực tím
Bẽn lẽn bàn giao ngày cuối mùa thi
Nay ngược thời gian về thuở xuân thì
Năm tháng trôi lắm đục ngầu loang lổ
Tình thơ trân trọng chìm trong cõi nhớ
Hai kẻ đều già tất cả trôi đi
Những tinh khôi sáng đẹp thời mê si
Tháng năm mong đợi qua rồi đi tới
Dấu ấn hạ cũ xa xưa vời vợi
Thanh xuân mòn mỏi không thêm hạn kỳ
Nhánh phượng hồng trầm lặng lúc phân ly
Ai còn kết ở trên nền áo trắng?
Kỷ niệm luyến thương trót để trống vắng
Chênh chau lòng ngã nghiêng kể làm chi?
Nguyễn Hiền Nhân",Thơ thiên nhiên
THÁNH NỮ HOA HỒNG,"Chẳng có đoá hồng cho ngày em đến
Buồn không em áo đỏ rực buổi chờ mong
Chiều nay em đứng ngắm chuyện dòng sông
Để nỗi nhớ nghĩ về anh xa tít tắp

Trên những con đường người lại qua nối tiếp
Mắt môi thơm em cứ mãi trông chờ
Phút yêu anh có khi nhớ không ngờ
Thầm lặng tình xanh, chân dung chàng nghệ sĩ
 
Này Em
Đâu cần hoa hồng mới thăng hoa hạnh phúc
Ta vẫn mãi bình yên trong dung dị cuộc tình
Ta cần nhau trân trọng mỗi bình minh
Quấn quýt bên nhau trong vòng tay ấm áp
 
Đâu cần hoa hồng, mùa xanh cũng vừa đến
Cành yêu thương thơm ngát câu chuyện tình
Áo hoa xinh. Thắm thiết cuộc tình xanh
Ơi nhan sắc bừng lên cùng ngày tháng
 
NGÃ DU TỬ/ SG",Thơ thiên nhiên
MONG HẠ,"Hạ sắp về rồi thu nhớ không
Xuân đi biển dậy bão dâng lòng
Nguyệt lão vô tình vòng tuế nguyệt
Đông tràn bấc thổi lạnh dòng sông
 
Hoài hạ mùa xưa phượng đỏ hương
Chim câu quyện bóng vẽ thiên đường
Đường nắng ngọt bùi duyên hội ngộ
Dặt dìu bùa bả đoạn tơ vương
 
Nhiễm bạc sông tình vẫn biếc thanh?
Lỡ cơn say nắng lá lìa cành
Uốn éo tà tâm quanh mộng tưởng
Hương trời tàn lụi chốn mai danh
 
Duyên nợ ba sinh ý Phật nguyền
Phất cở hi vọng đỏ lòng chiên
Vấp họa vỡ òa may, quả phúc!
Hạ ngân lắng đọng tiếng chuông thiền.

Nguyễn Văn Thái
27-4-2024/4521",Thơ thiên nhiên
MÙA HOA PHƯỢNG ĐỎ HẢI PHÒNG,"Hoa đỏ ngợp trời phơi nhớ mong
Biết ai tỏ rõ những nỗi lòng
Câu chuyện tình ta vào dang dở
Sách vở xa rồi ,phận long đong

Ta biết phượng xưa cũng đi rồi
Dậy lên niềm nhớ kí ức thôi
Khi nào trở lại thành phố cảng
Lãng đãng bóng chiều cánh hoa côi.
Nguyễn Ngoạt",Thơ thiên nhiên
HOA DUYÊN,"Mây nước quê người chân bước qua
Một vùng xanh ngát đến xa xa
Chiều nghiêng vọc ngọc đôi bờ gọi
Mây trắng về đâu? – Chợt nhớ nhà

Nhiệm mầu hoa nở bên bờ cỏ
Thanh thản làm sao một đóa vàng
Dìu dịu làn hương vương trước gió
Dặt dè tùng bước rất nhặt khoan

Nhỡn nhơ bướm nhỏ dăm vòng lượn
Mất hút vào không một dấu nhòa
Sợi nắng cuối ngày giăng giăng lụa
Đọng lại ân tình trên cánh hoa

Ngẩn ngơ một đóa hiền như ngọc
Khép nép bên đời đứng lặng yên
Bất chợt đùa vui cùng gió nhẹ
Tặng người tôi gọi đóa hoa DUYÊN
 
NGÃ DU TỬ/ SG",Thơ thiên nhiên
DÁNG XUÂN,"Phố dài tóc xỏa chiều xuân
Cây thêm xanh lá Thiên thần âm vang
Cho nhân gian chút bàng hoàng
Bỏ quên thế sự bên đàng thiên lôi

Ngày xuân thấp thoáng bồi hồi
Em liêu trai nép bên đời hoan ca
Bến mơ hương lửa nhạt nhòa
Chiều qua phố bỗng thật thà trẻ thơ

Bao nhiêu năm, chút thẩn thờ
Ta say khướt giữa bất ngờ Thần tiên
Với em lạc nẻo ưu phiền
Thoáng hồn ngự giữa triền miên sóng thần

Phù du bao nỗi phân vân
Ta như quên cõi phong trần bể dâu
 
NGÃ DU TỬ/ SG",Thơ thiên nhiên
ĐẦU XUÂN TÔI MUỐN,"tôi muốn trở về thủa bé thơ
bịt tai lại, nghe tiếng pháo đùng
nheo mắt nhìn qua viên bi nhỏ
để tưởng rằng vũ trụ quá to

đếm được niềm vui của ngày tết
bằng những phong bao hồng xinh xắn
ngửi mùi thơm qua mâm cỗ cúng
xênh xang quần áo, đón xuân về

tôi muốn trở về ngày xưa ấy
lượn qua lại nhà ai cùng xóm
để khoe người nào bên song cửa
cái quần jean mới mặc lần đầu

tôi muốn trở về nơi chốn cũ
gặp đám bạn xưa, thủa rong chơi
một thời hoang đàng, ngu ngơ quá
muốn làm tráng sĩ, mộng chưa thành

tôi muốn có một ngày trở lại
Sài Gòn thời chưa ngập khói xe
của lúc theo ai tan học về
lẽo đẽo đạp xe với mộng mơ

tôi muốn trở về con phố cũ
ngày đầu năm chợ chưa nhóm họp
nhặt cành mai để xót bên đường
mừng như thủa nghèo sơ đón tết

tôi muốn trở về lại quê nhà
ngày cả làng chẩy hội mùa xuân
mặc vào chiếc áo the trịnh trọng
trước sân đình lễ bái trang nghiêm

tôi muốn được một lần đứng lặng
bên bờ sông tĩnh lặng ngoại ô
nhìn thấy hình bóng mình rung rinh
để nghĩ được mình còn rung động

Nguyễn Trung",Thơ thiên nhiên
NẮNG CÓ NHƯ XUÂN,"Thèm nắng cho đong đầy mắt nhớ
Phố lạnh vai gầy em như mơ
Góp nhặt yêu người về bỡ ngỡ
Kêu thầm tên một chút đợi chờ
Nắng có mềm nỗi buồn xuống thấp
Ơi em xa dâu bể phận đời
Xuân đã chạm lòng ai khuất lấp
Cách mấy mùa xa một trùng khơi
Hỏi thử nắng sao về quá muộn
Em ru mình với giọt đông phai
Thuở mộng đầu cơ hồ sóng cuộn
Để bây chừ con nước chia hai
Nắng vẫn còn xuân bay áo lụa
Lối cũ ta về lắm nẻo thương
Em có còn thơm lây bậu cửa
Nắng cho hồng tóc gió tơ vương.
Hoàng Chẫm",Thơ thiên nhiên
XUÂN VỀ,"tàn đông, tuyết tận, xuân ngấp nghé
trở ấm cho cây cối trổ mầm
mưa phùn tưới nhẹ lên sân cỏ
rừng lá lao xao tiếng tiếng chim về

đôi sóc bên nhau cùng bới lá
tìm lại tháng ngày đã bỏ quên
vịt mẹ dẫn đàn con rồi ổ
tìm đến hồ xưa đợi nắng về

những đọt lá non chui khỏi kén
khoe mầu xanh nõn, thủa thanh xuân
trời xanh vì lá trên cây mọc
hay lá xanh rì bởi nắng trong

có kẻ đợi chờ mùa xuân đến
để được ra vườn chơi với hoa
mặc kệ mưa xuân làm ướt áo
ngắm mãi cành đào đang nở bung
Nguyễn Trung",Thơ thiên nhiên
