title,content,Category
ĐOÁ HỒNG XANH,"Ngủ vùi… chim hót lúi lô
Bình minh mở cánh ngục tù, khỏa đêm
Đằm trong bể ái nổi chìm
Nghe thiên thần gọi… lửa tim rạng ngời…
Dãi dầu Năm Sáu xuân trôi
Từ ngày thiên sứ mắc nôi hồng trần
Hồn thơ ẩn cánh thiên thần
Em mang vào cõi gian truân ru buồn
Tơ hồng khởi phận khơi nguồn
Tình - duyên kì ngộ, sắt son má đào
Bốn mùa sóng dậy khát khao
Câu thơ quyến luyến thắm màu hồng xanh
Bổng trầm tiếng hót yến oanh
Len mành sương khói biếc nhành tình yêu
Se lên mật ngọt - hương chiều
Thuyền thơ cả gió phiêu diêu biển trời…
Hồng xanh tỏa ngát tình đời!
Nguyễn Văn Thái
12-10-2022.4100",Thơ tình
THU NHỚ,"Trời New York, Paris, Sài Gòn, Hà Nội
chiều vào Thu, mây đều gợn buồn rơi
nghe ngọn gió thổi se màu lá rối
lòng bỗng reo, ôi nhớ quá người ơi
Những người xa, của một thời rất vội
từ giã đi qua bao nỗi kinh hoàng
chỉ còn nhắn giữa đời nhau tiếng đợi
cho một lần gặp gỡ ngỡ mờ hoang
Dẫu đã gặp, hay vẫn còn chưa gặp
mỗi Thu về luôn muốn gọi tên nhau
nhắc để nhớ những vui buồn được mất
còn khắc ghi dòng ký ức thương đau
Khi Thu về Paris, New York
lại nhớ ơi! Hà Nội, Sài Gòn
còn ở đó tấm lòng mình thuở trước
đã cùng người, thao thức giữa mênh mông!",Thơ tình
NGỠ EM VỀ,"Ngỡ em về trong chiều mưa tháng Sáu
Mang lại mùa yêu dấu đã xa bay
Áo vàng xưa, tóc lồng hương hoa hạ
Còn quanh đây ray rứt giấc mơ ngày
Ngỡ em về Trên con đường quen cũ
Để hàng cây thôi lạ bước chân nhau
Anh vẫn lang thang tìm từng chiếc lá
Chiếc nào xanh như ước mộng… ban đầu
Ngỡ em về một chiều đông gió lạnh
Đem hương xưa sưởi ấm cuộc tình buồn
Lời yêu thương dẫu chìm sông quá khứ
Thoáng trở về khơi mộng giữa hoang sương
Ngỡ em về khi nắng chiều hấp hối
Níu hoàng hôn chờ đợi một vòng tay
Tình đôi ta giữa muôn ngàn cách trở
Vẫn còn anh ôm âp giấc mơ đầy
Cạn Nguồn",Thơ tình
ANH CÒN NỢ MÙA THU,"Em như cô bé Lọ Lem trong vườn cổ tích,
Còn anh như mây lạc giữa mùa trăng,
Em chỉ cho anh nụ cười, rồi đi mất,
Anh kiếm tìm hoài, cho bạc tóc nhân gian.
Xưa Hoàng tử nhặt của Lọ Lem chiếc giày,
Bây giờ anh nhặt của em một chút hương bay,
Chút hương ấy anh giấu tận cuối hồn sâu thẳm,
Vì anh sợ hương thầm theo cánh gió thu đi.
Sài Gòn - em về - tháng bảy mưa Ngâu,
Mùa thu nhớ ai mà mùa thu khóc?
Còn anh nhớ em, tiếng cười, anh chôn chặt,
Giữa linh hồn này, em phút chốc chia xa?
Nay anh về  gõ cửa mùa thu,
Để tìm em trong nụ cúc vàng mới nở,
Xin em đừng cười cho tình anh vụn vỡ,
Nụ hôn nào, anh còn nợ mùa thu?
SG 26-9-2024",Thơ tình
EM VÀ BIỂN,"Nơi em sống cách xa miền quê cũ
Chỉ núi non hùng vĩ ngất trời cao
Đêm không nghe tiếng sóng vỗ rì rào
Gọi thức sớm chào mặt trời buổi sáng
 
Không hàng dừa nghiêng bên bờ cát trắng
Nằm xoãi dài ôm lấy rặng thùy dương
Những đêm trăng ánh tỏa rất diệu thường
Soi bóng em đang mơ màng ngắm biển

Yêu! Yêu lắm! Một tình yêu bất biến
Mãi giữ trong đời không thể nào thôi
Bên tai em cử vang vọng tiếng mời
Về đi nhé! Nghe không lời biển gọi

Trên đại ngàn tiếng gió như thúc hối
Phố Nha Trang luôn chờ đợi em về.
Nice, Canne, Marseille...đâu giống biển quê
Nước cũng mặn nhưng mà chưa đủ thẩm

Em và biển đến nay luôn đằm thắm
Tình thật bao la nghĩa rất mặn nồng
Khi xa nhau luôn ngóng đợi chờ mong
Ôi! Hạnh phúc trong vòng tay của biển

Sương Anh",Thơ tình
CHỈ LÀ…TÌNH THƠ (4),"(...Chỉ là em thôi!)
Anh tìm em làm chi
Khi những lời muốn tỏ
Chỉ như là làn gió
Thoảng qua đời – mong manh.

Mùa Xuân – lá rất xanh
Mang cho đời sắc thắm
Đem hương hoa nồng đậm
Trải đầy dòng nhân gian.

Em thường hay lang thang
Vào những chiều vắng lặng
Mây trên trời rất trắng
Mà lòng thì hắt hiu!

Em
Nơi nầy – cô liêu
Vẫn đi về phía trước
Giữa bao điều mất_được
Em chọn “miền bình yên”
…

Một điều rất hiển nhiên
Là khi nhiều mất mát
Thì không còn khao khát
“Về bến bờ an vui”

Bởi…
Em là em thôi!
Em.
…chỉ là em thôi!

Tú_Yên
(28-11-2023)",Thơ tình
VỀ ĐÂY EM,"Về đây nối lại tình ta
Bên nhau vui hát khúc ca nghê thường
Quên đi bao nỗi đoạn trường
Anh dìu em đến cuối đường trần gian

Mặc thu sầu trải lá vàng
Dù đông lạnh lẽo bạt ngàn thẳm xa
Dẫu xuân muôn thuở mượt mà
Kệ hè mưa nắng trôi qua mấy thời

Thương em tay chẳng buông lơi
Yêu em lòng vẫn đầy vơi tháng ngày
Về đây em bước lạc loài
Sao còn dun dủi sao hoài biệt li

Lợi danh ai mãi ôm ghì
Nhân sinh dương thế đến đi vô thường

Viễn Phương",Thơ tình
CHUYỆN TÌNH MÙA HẠ 1975,"Em còn nhớ chuyện chúng mình ngày đó
Vào hạ ve kêu phượng nở sắc hồng
Anh gom thương nhớ rụt rè bày tỏ
Nối tiếp đêm dài khắc khoải ngóng trông

Lời ong bướm cứ đi vào khoảng trống
Giả bộ thơ ngây em chẳng hiểu gì
Ẩn ý gần xa...bóng gió tình si
Người đẹp nhận rồi hỏng chịu trả lời

Đại học chào mừng tình vẫn nổi trôi
Giảng đường khoa Luật chỗ ngồi giành sẵn
Chỉ mình anh bến hẹn hò thờ thẩn
Cây sầu đông rụng dần lá đơn côi

Mùa hè đỏ lửa Đông Tây biến đổi
Vòng xoáy cuộc tình xứ lạ em đi
Khung trời kỷ niệm mộng mị phân ly
Lúc gặp nhau đều đầu bạc gối mỏi

Chênh vênh xuôi ngược đôi miền sáng tối
Bao nhiêu dâu bể trôi dòng thời gian
Duyên nợ ban đầu hai đứa dở dang
Lòng còn khuất tất đong đầy dấu hỏi?

Nguyễn Hiền Nhân",Thơ tình
HOA ANH ĐÀO NHẬT Ở PARC DE SCEAUX,"Em là con gái Á Đông
Ngày ấy theo chồng về Pác - Đờ - Xô (Parc de Sceaux)
Chuyện tình em : một giấc mơ
Bao nhiêu năm, đến bây giờ ai hay.
.
Riêng em, em nhớ cái ngày
Xa xôi em đến nơi này cùng anh
Giữa vùng cây cỏ tươi xanh
Trong vườn Thượng Uyển*, Cha dành đã lâu.
.
Mẹ Cha ấp ủ từ đầu
Cưới con gái Nhật làm dâu xứ này
Để rồi sau, đến một ngày
Mấy trăm cây nhỏ, máy bay đưa về.
.
Mẹ cha bảo, ở xa quê
Hai loài : trắng, đỏ, đi về vui hơn.
Thế là em được trồng luôn,
Một trăm (100) cây trắng trong vườn đầu tiên.
.
Vườn sau, cũng kế gần bên
Trăm năm mươi (150) nữa, đặt tên : «Anh Đào».
Bây giờ du khách bước vào
Tháng tư hoa nở nôn nao, đợi chờ.
.
Chính em ngày ấy không ngờ
Hôm nay hoa đẹp như mơ giữa đời.
Pác Đờ Xô thật tuyệt vời
Anh Đào, hoa Nhật dưới trời châu Âu.
Nguyễn Văn Phú
Parc de Sceaux – ngoại ô Paris, 13/4/2024 (P0491), Nguyễn văn Phú
*Parc de Sceaux là vườn dành để du ngoạn săn bắn từ thời Vua Louis XI. Đây là một khu vườn rộng, đẹp xây dựng lâu đời, rất kỳ công, là điểm du lịch tuyệt vời cho khách thập phương khi đã đến châu Âu. Điểm nhấn ở đây có hai vườn hoa anh đào Nhật đặt kế gần nhau, vườn hoa trắng khoảng 100 cây, vườn hoa đỏ hồng khoảng 150 cây.",Thơ tình
NHỚ NÀNG ÁO TÍM XƯA,"H...hởi giờ này em ở đâu?
Hợp tan tan hợp chuyện chưa lâu
Ghét thương anh vẫn còn mong đợi
Những lời luyến ái mình trao gởi

Tân Tập vào mưa tháng sáu rồi
Tân Thành Đông Thạnh mù sương khói
Em như mây lượn bay trăm hướng
Anh như gió đuổi tìm ngàn phương

Góc trời nào gặp lại người thương?
Đôi ta hợp nhất về chung đường
Tân Kiểng đêm vàng anh nhớ mãi
Giọt rượu men tình đắm đuối say

Suối tóc dài quấn quýt hai vai
Nụ hôn đằm thắm môi đan cài
Gái Cần Giuộc đụng trai Cần Đước
Vòng quay nhân thế đúng mong ước

Yểu điệu chân son em lã lướt
Vàng đá thủy chung bỗng nhạt phai
Tình yêu ngọt mật thành oan trái
.Nhớ em nhớ lắm tím trang đài

Nguyễn Hiền Nhân",Thơ tình
CÁNH THƠ XUÂN TÌNH,"Xuân vẫn đến dẫu đời heo hắt
Đất trời buồn lặng phắc canh thâu
Mây giăng che khuất trăng sầu
Gió vờn thoang thoảng về đâu cuối trời

Bao năm đã theo người như bóng
Giọt tình buồn lắng đọng buông rơi
Thương ai thương đã một thời
Nhớ ai nhớ cũng đầy vơi tháng ngày

Nàng ru khúc tình phai nắng nhạt
Ta hát bài bước lạc đường mơ
Xuân về kết mấy vần thơ
Nhờ mây gió chuyển qua bờ yêu thương

Hoàng hôn xuống lòng vương tơ rối
Tình thơ còn tiếp nối ngàn sau?
Yêu người muôn nỗi thương đau!
Hỏi ai kia biết!-Kiếp nào có nhau?

Viễn Phương",Thơ tình
NGƯỜI EM PHỐ LẠ ĐÈN KHUYA,"Em về Phố Lạ Đèn Khuya (*)
Mây che núi chắn cách chia muôn trùng
Bao giờ lại được trùng phùng
Để anh nói chuyện thuỷ chung một lần
Để anh tỏ rõ ân cần
Như đang dệt mộng bằng vần thơ yêu

Nơi đây giờ đã chín chiều
Nhớ ai lòng dạ hắt hiu nỗi buồn
Em về để lại vấn vương
Để quên hình bóng bên vườn thơ xuân
Để lại đây nỗi bâng khuâng
Dư hương còn quyện như gần như xa

Em Phi-La-Del-Phi-A
Chân vui em chạm bước qua vườn tình

Tháng 8/2001


(*) Philadelphia",Thơ tình
CÓ LẼ EM VỀ TRONG ĐÁY LY,"Linh cảm em về trong đáy ly
ngập ngừng sao chẳng nói năng chi
mười năm có lẽ đau thành quách
thương lắm những giờ khắc biệt ly

Trăng nước ngày xưa chừng ngự trị
bến tình thuở ấy thắm đôi khi
và sương đã lạnh đôi vai ấm
thuở ấy, mười năm có dễ gì

Rét mướt mỗi mùa thu đến đi
ta về bến đợi lúc phân ly
từ em xa quá bàn tay ấy
ủ kín trong hồn giọt lệ thi

Mười năm tiễn biệt một người đi
nổi nhớ trăm năm bước phân kỳ
Dáng em mờ ảo bàn chân bước
Có phải em về trong đáy ly?


NGÃ DU TỬ/ SG",Thơ tình
ÁO RÊU XANH,"Bỏ cuộc đời rồi người đi đâu
Nghìn măm đất lạnh có chiêm bao
Hay còn vất vưởng theo mây gió
Mưa nắng xương tàn thôi hết đau

Đã lỡ sinh vào cõi phù sinh
Biết đâu đêm tối đâu bình minh
Biết đâu chân thật đâu gian dối
Lủi thủi đường khuya bóng giận hình

Dốc núi bơ vơ gốc thông già
Bốn muà ấm lạnh cũng phôi pha
Chỉ còn chút bụi hồng lưu luyến
Trăng lặn sao mờ chẳng nỡ xa

Tay ngủ trong tay nắng ngọt ngào
Phút giây hạnh phúc tựa chiêm bao
Trăm năm ai hẹn ai lỗi hẹn
Còn nhắc làm chi chuyện kiếp nào

Ai bảo hoàng hôn lắm mộng mơ
Chiều thêm tình tứ dệt thành thơ
Áo bay tóc rối chân chim sẻ
Rồi cũng xa vời cũng hư vô

Nói chi trăm nhớ với nghìn thương
Vườn xưa hoa cũ có còn hương
Hay đã xác xơ mầm khô héo
Như lòng vắng lạnh gửi gió sương

Bên kia cuộc sống thực mơ hồ
Có nghĩa gì đâu chuyện đợi chờ
Mây vẫn vô tình mưa vẫn ướt
Đường con quen thuộc vẫn bơ vơ

Có muốn tìm nhau cũng trễ rồi
Bao nhiêu hờn tủi nước đá trôi
Hoang vu từ độ từ độ vừa quen biết
Ngăn cách từ trong tiếng gọi mời

Nghìn xưa đã có bao biệt ly
Người già đưa tiễn người trẻ đi
Đoạn trường không thể so hơn kém
Kỷ niệm gấm hoa có nghĩa gì

Còn đâu hơi sức để khóc than
Lá thu chết ngộp lối thu vàng
Trời quen đất lạ lòng sương khói
Một chút hương xưa cũng lỡ làng

Bụi mờ sách cũ áo rêu xanh
Còn màu kỷ niệm xin để dành
Cho bướm thơ ngây bay vào mộng
Khóc thương duyên nợ đã không thành

Dấu chân người cũ đã xa xăm
Gió núi mưa rừng chẳng viếng thăm
Sao rơi đêm lạnh thuyến không bến
Tăm cá còn đau bóng chim nằm

Tuổi thơ có mộng có ngọt ngào
Thì xin trả sách cho nghìn sau
Bao nhiêu vinh nhục bao cay đắng
Đã đủ kinh hoàng lạc mất nhau

Trước cũng không mà sau cũng không
Nhẹ nhàng dạo bước vào hư không
Sen vàng huệ trắng lòng mây trắng
Vô tận bềnh bồng như biển sông...

MD.08/10/02
LuânTâm",Thơ tình
ANH SẼ CHỜ EM,"Ngồi ngắm hoàng hôn lúc trời đông
Anh cô đơn ấp ủ trong lòng
Phuơng nao người hỡi sao chưa hẹn
Thầm trách đời anh mãi chờ mong
 
Người ấy anh chưa lần gặp mặt
Nếu là duyên, anh sẽ nhận ra
Dù tâm tối hay chân trời góc bể
Xuất hiện một lần chẳng bao xa
 
Cuộc tình sẽ đến dù chưa thấy
Hờn dỗi đau thương là thế đấy
Hạnh phúc đôi ta mộng ước đầy
Không gian ngày ấy cùng nhau xây
 
Người ấy anh đây dẫu muộn màng
Tình đầu nồng thắm chất ngỗng ngang
Cùng nhau say đắm không gian dối
 Tình hỡi, anh đây chẳng ngỡ ngàng
 
Hàng rào trái tim đang mở rộng
Chấp nhận cuộc tình ước vọng mang
Ánh mắt nhìn nhau thèm say đắm
Anh mong ngày ấy đến vội vàng


Chờ người sưởi ấm trái tim côi
 Chờ người sưởi ấm trái tim này
 
 
Cá Mặn",Thơ tình
VALENTINE VÀ EM,"Kiều Giang
SG, valentine 14.2.24",Thơ tình
BÊN BẾP LỬA XUÂN NHỚ CON XA XỨ,"Đâu phải thời hiện đại
Ai cũng dùng bếp Gas
Nơi một làng quê xa
Vẫn còn bao bếp lửa

Bếp lửa bao đời cùng than củi
Đã sưởi ấm những trái tim hồng
Xuân về mẹ mỏi mòn trông
Đứa con viễn xứ vẫn không thấy về

Xuân này-đã mấy... xuân quê
Tóc mẹ mây trắng bay về nhiều thêm
Dòng sông vẫn chảy êm đềm
Con còn xa xứ-đau thêm lòng già

Cội mai ở phía trước nhà
Không ai lặt lá, ra hoa ít rồi
Mắt già đỏ lệ xa xôi
May còn bếp lửa cháy rồi...ấm hơn",Thơ tình
KHI EM LÀ NGƯỜI TÌNH,"Em mãi là người tình
Để ta còn điểm tựa
Khi cuộc đời giông tố
Em là đấng toàn năng
 
Những đêm buồn lạnh căm
Em tỏa hồng ngọn nến
Khi tâm ta mù tối
Em trí tuệ bừng soi
 
Mùa Đông đầy tuyết rơi
Bầu trời giăng u ám
Em là tia nắng sớm
Nuôi mầm xanh hy vọng
 
Biển trùng khơi gió lộng
Em con thuyền vượt sóng
Ru hồn ta tĩnh mộng
No buồm trên biển xanh…
 
Cao nguyên phố, 28-9-2014
Dzạ Lữ Kiều",Thơ tình
TÌNH LÀ THẾ ĐẤY,"Vầng Trăng sáng khi mình có đôi
Vầng trăng khuyết chỉ một mình tôi
Tìm đâu nữa khi người bỏ mặc
Hạnh phúc một thời lặng lẽ trôi
 
Còn đâu nửa vầng trăng lẻ loi
Lạnh buốt ai tình khúc đổi ngôi
Ánh mắt kia như hình với bóng
Làm sao biến mất, người tình ơi!!!
 
Ngọt đắng nào thời gian chấp nhận
Tình yêu nào chẳng có đổi thay
Mà cay đắng những gì đã mất
Bởi kẻ ra đi…vỗ cánh bay
 
Nắng vương cao lòng em nhớ ai
Sóng thủy triều nào có đổi thay
Gầm đá vang lòng em muôn thuở
Người tình hởi!!! ai chờ có hay...
 
Vẫn biết rằng tình vắng hôm nay
Và ngày mai sẽ có đổi thay
Đời là thế khi vầng trăng sáng
Sẽ sưởi ấm trái tim ngày mai
 
Mãi mãi...em là người chờ ai

 
Cá Mặn",Thơ tình
CON TÌNH YÊU SANG SÔNG!,"Rừng phong vi vút tiếng thu phong
Tan tác hồn ai, tím cả lòng
Vàng rơi làm thảm thầm đưa tiễn
Cuối thu, người ấy bước theo chồng.

Tình như gió thoảng, mây lang thang
Cô lẻ bước thu, lạc chốn ngàn
Ngân nga hoài niệm... mùa thu cũ
Nay đôi cánh vạc lạc xa đàn!

Nghêu ngao rừng vắng, dệt vần thơ
Còn chi đâu nữa để mà mơ!
Người về bên ấy xa xăm quá
Bỏ mặc tình trôi hút thu mờ.

Sợ lắm người ơi, tiết vào đông
Còn đâu hạ ấm, nắng xuân nồng
Còn đâu dáng rũ hương yêu cũ
Đâu màu mắt biếc, tóc thu bồng.

Mãi miết nơi đây đếm thời gian
Con tình yêu cũ đã sang ngang!
Thu ơi thôi đến làm chi nữa
Còn có ai đâu dệt mộng vàng.

Nguyên Thạch",Thơ tình
NGANG LẦU ÔNG HOÀNG NHỚ HÀN MẶC TỬ 2,"Lầu Ông Hoàng biến đổi theo thời gian
Chỉ còn vọng lại âm vang quá vãn
Thuở Hàn Mặc Tử Mộng Cầm thưởng trăng
Nhìn sông Mường Mán nước trôi biển mặn

Trùng dương sóng trắng liếm bờ cát vàng
Tháp Chàm hoài cổ cô đơn trầm mặc
Bể dâu chìm nổi bóng xưa cũng mất
Tôi một mình đêm Phan Thiết lang thang

Đường nay trải nhựa ngoằn ngoèo dọc ngang
Khác thời nâu đỏ hoang sơ đá đất
Phố sá đèn màu nghe gió trăng hát
Lộ vài dấu tích của lầu Ông Hoàng

Ngày trước lừng danh giờ lại thanh an
Thiên nhiên biển núi níu hồn du khách
Cái tháp nước sừng sững đọ thời gian
Mũi Né Tiên Sa thêm nhiều ngỏ ngách

Buồn vui nhân thế diễn ra muôn mặt
Phan Thiết dạt dào tình cảm của tôi
Nhớ người tài hoa bạc mạng bồi hồi
Thơ Hàn Mặc Tử thanh trong dìu dặt

Ánh nguyệt thân thiết bỗng nhiên hiu hắt
Huyền thoại mối tình thi sĩ nặng mang
Ngậm ngùi bệnh tật chàng rao bán trăng
Mộng mơ dang dở chưa tròn thế kỷ

Nguyễn Hiền Nhân",Thơ tình
EM SẼ KHÔNG VỀ NỮA,"Thu đã chết em về làm chi nữa
Hoa cúc tàn theo lửa nắng hạ rơi
Về làm chi khi mộng vỡ bên trời
Đông trùm phủ một màu mây ảm đạm
Xuân có đến cũng không xua buồn thảm
Sắc hoa kia đâu nở trọn tháng ngày
Đã lỡ làng hơi ấm một vòng tay
Nơi sầu hận dâng lên vì giả dối

Em không về khi không cần sám hối
Đã biết lời nơi chót lưỡi đầu môi
Mình bây giờ đau khổ đã nhiều rồi
Anh đừng đợi !Em sẽ không về nữa!",Thơ tình
