title,content,Category
LẠC QUÊ HƯƠNG,"Quê hương lạc bóng quê hương
Ven đời lìa xứ, rũ đường chia ly !
 
Chỉ một quê hương chỉ một thôi
Xót xa dâu bể tháng năm rồi
Rũ hoa sen trắng non sông bạc
Tựa cánh phù du môi đắng môi
 
Chỉ một quê hương dù dại khờ
Thẫn thờ rũ lặng cõi bơ vơ
Vầng trăng u uất treo lơ lửng
Giữa trời cô tịch mơ thầm mơ
 
Ôi quê hương ! Rũ lạc quê hương
Trăm năm đối diện nhớ thê lương
Ven đời lìa xứ, tình dang dở
Tương tư gửi gió thương yêu thương
 
Chỉ một quê hương một cõi lòng
Biển mơ thầm lặng rũ đèn chong
Soi đỉnh mạt thời nghiêng bóng đổ
Rớt vùng lụy Quốc đong sầu đong !
 
Trương Hiếu (Vivi)
Norway 03.7/2023",Thơ đất nước
VỀ LẠI QUÊ NHA,"Ta về lại thăm Đỉnh đèo Eo gió
Đất thanh bình sau hơn bốn mươi năm
Nghe trong gió tiếng ru từng hơi thở
Buổi thăng trầm còn vọng lại xa xăm
Đêm thánh thể còn thơm mùi mật chín
Mía đường xưa - một thời đã xa rồi
Những cao ốc từ cánh đồng mía ấy
Có bao giờ mường tượng buổi chia phôi
Em dung dị trên chiếc xe đạp cũ
Mắt ngóng hoài bàn chân ai bước quen
Thuở mới lớn còn nguyên màu mực tím
Hứng tình anh theo mỗi bước đi về
Con chim nhỏ mơ một ngày tung cánh
Vùng không gian rộng lớn dưới vòm trời
Vô tình quá, đuôi mắt ngày xưa ấy
Thời gian trôi không trở lại bên đời
Ngày trở lại đôi chân chưa kịp nói
Áo em xưa chừng lạc mất sang mùa
Ta đứng lại nhìn xa ra tám hướng
Em về đâu? Áo mỏng kỷ niệm xưa
Thương dĩ vãng. Thôi cũng đành thất lạc
Chuyến đò tình không đợi khách đường xa
Ta về lại cố hương lòng chưa thỏa
Dáng em xưa. Còn lại phút ngọc ngà
Ngã Du Tử/ SG
(Nhớ tình xưa)",Thơ đất nước
"AN-CỰU, QUÊ TÔI","Tôi sinh ra tại Làng An-Cựu,
Huyện Hương-Thủy thuộc Tỉnh Thừa-Thiên.
Có Núi Ngự-Bình, nơi hò-hẹn của thanh-niên,
Và Sông An-Cựu mưa trong, nắng đục.
                                ★
Gia-đình tôi thì ở Kiệt Trên, cách cầu một khúc,
Đối-diện Ô. Cửu Huề (trong cửu phẩm văn giai).
Ông chuyên rượu chè, lè-phè bạc bài,
Mà cũng được triều-đình phong cho hàm cửu-phẩm.
Có người gặp Ông thì trình, thưa, kính, bẩm,
Vì Ông là anh ruột của Hoàng Thái-Hậu – Bà Từ-Cung.
Tôi lớn lên thì Ông cũng lớn lên cùng,
Từ cửu-phẩm lên tứ-phẩm, Ô. Tứ Huề thỏa-thích.
                                ★
Cạnh Kiệt Trên có nhà Ô. Trần Thanh Địch
Và con trai là Trần Thanh Mại (nhà văn).
Trú tiếp theo là gia-đình Ô. Hà Văn Lan
Với các cô con gái gặp tôi thường chào thiện-hảo.
 
Thủ-Hiến Miền Trung là Dược-Sĩ Phan Văn Giáo,
Cử Ông Hà Văn Lan làm Phó (Thứ-Ủy Khanh).
Phía Việt-Minh móc nối được với một anh
Trung-sĩ Đức trong đoàn quân Lê Dương của Pháp;
Vào Phủ Thủ-Hiến tìm Phan Văn Giáo mà ám-sát,
Nhưng lại bắn nhầm ông Phó – Hà Văn Lan.
 
Tôi hết dịp gặp chào các tiểu-thư con quan!
Thằng thủ-phạm, tên Kock, lên mật-khu theo giặc Cộng!
Được Hồ Chí Minh nhận làm con nuôi, trọng-vọng,
Đặt tên Việt với họ Hồ-Chí, gả nữ đồng-chí cầm chân!
                                ★
Xuống Kiệt Kế, có Bác Chánh – Trần Đức Tân
Là bạn của cha tôi, trung-gian nhận tiền chu-cấp,
Giao Chú Xe (kéo xe nhà) mang thư và tiền đến gấp
Cho mẹ tôi nuôi tôi ăn+học lúc còn thơ.
 
Đêm 9 tháng 3 năm 1945 súng bỗng nổ bất-ngờ,
Bác Tân giục Chú Xe kéo Bác ra Liêm-Phóng Sở.
Chưa đến Đồn San Đá của Tây thì bị Nhật chận cửa.
Bác bảo cứ đi, Chú kéo Bác lách qua đường bên.
Nhật rượt theo, Bác nhảy xuống ruộng chuồn êm.
Chú bị Nhật đâm lòi phèo chết liền tại chỗ.
                                ★
Xuống Kiệt Dưới, có Cụ Phạm Quỳnh,
                                         là Thượng-Thư Lại-Bộ,
Ngày 2 lần 4 chuyến, qua Đại-Nội, đi làm
Bằng xe-kéo nhà, do Anh Chạy kéo, quanh năm,
Lên dốc, qua cầu, mỗi lần hơn 5 cây số,
Riết thành quen, nên cuối tuần dự thi chạy bộ,
Chiếm giải Áo Vàng, được Vua Bảo-Đại bắt tay.
 
Ngày 23 tháng 8 năm 1945, Việt-Minh lên
                                        là bắt Cụ Phạm ngay.
Sau đó ít ngày, Anh Chạy chở mấy chồng vở học
Của Phạm Tuyên và Phạm Tuân đến quán của dì tôi,
Để dì gói hàng – bánh, kẹo – cho khách mà thôi!
                                ★
Bên kia sông có một nhà lầu, trong thành rào gạch,
Nhưng vắng-vẻ, như nhà-tù hơn là thành-quách.
Thỉnh-thoảng trên lan-can xuất-hiện một Bà Phi;
Lũ học-trò reo lên “Bà Phi Điên!” – “Mả cha mi!”
Bà tức-giận chửi ba đời tên Bảo Đại.
 
Vốn là Nhất-Giai Phi được hoàng-gia sủng-ái,
Mà vì không có con nên bị giáng xuống Thứ-Phi.
                                     ★
Khi Vua Khải-Định xây Cung An-Định uy-nghi,
Cấm thợ+thầy không được ra khỏi vùng xây-cất,
Vì sợ lá ngọc cành vàng bị kẻ gian lấy cắp mất.
 
Ông Đội Đại chỉ-huy, tổng kiểm-soát mọi bề,
Đưa bạn tình, cô gái bán nước chè, vào làm thợ nề,
Đêm ngủ lại trong rạp nữ. Vua Khải Định đi đêm
Với tính lăng-nhăng, gặp gái đẹp thì dừng lại xem.
Quan hầu-cận bảo tắt hết đèn và ghi vào quốc-sử.
 
Chín tháng mười ngày sau, sinh một tiểu nam tử,
Toàn hoàng-gia vốn mong ước một hoàng-nam
Bèn rước và phong Nhất-Phi biến quýt thành cam.
 
Dân-chúng đồn: Vua Khải-Định không có “cái đó”.
Nhưng có một người “có còn làm chi mô có!”
Mà cũng được phẩm-hàm, y như Ô. Tứ Huề.
Chỉ có điều, từ khi Vua Bảo-Đại lên ngôi vinh huê
Thì ông mất tên, đúng ra là đổi tên, từ Đại hóa Đợi,
Vì sợ trùng tên với vua thì phạm trọng-tôi.
                                ★
Gần hết đời người mà chưa về lại An-Cựu quê tôi,
Ấp-ủ trong lòng thương nhớ quá đi thôi!
 
                                         Thanh-Thanh
LeXuanNhuan",Thơ đất nước
MƠ CẢNH QUÊ XƯA,"Ta mơ đồng trắng cánh cò
Bờ đông tây bóng con đò rước đưa

Lũy tre, cái giếng, rặng dừa
Con trâu bừa kéo, con lừa cối xoay
Nước ròng gió, nước lớn mây
Làng thôn tình nghĩa tháng ngày ấm no

Ta mơ ruộng trắng cánh cò
Giật mình! Sông đấy con đò xưa đâu

Cố Quận",Thơ đất nước
ĐẤT NẪU,"Lưu lạc quê người nhớ cố hương
Đống Đa sông núi rũ nghê thường
Thị Xuân nữ kiệt muôn đời kính
Xuân Thưởng anh hùng vạn đại thương
Quốc kiếm Quang Trung vang dũng khí
Nhà thơ Mặc Tử bạc thê lương
Ai về đất Nẫu nhớ hương khói
Đại thắng diệt Tàu mãi vấn vương !
 
Vivi
Norway 26.01/2023
(Tết Đống Đa, Mùng 5.01 Quý Mão)",Thơ đất nước
GIẾNG NƯỚC ĐẦU DÌNH,"Phây (facebook) ơi, qua xứ Hải Dương,
Cho tôi nhắn gửi tình thương quê mình.
Quê mình làng Sãi đẹp xinh,
Giếng làng in mãi bóng hình người xưa.
.
Bóng ai gánh nước sớm trưa
Tạc vào dáy giếng, như vừa hôm qua.
Để rồi mỗi bữa thăm nhà,
Là tôi nhất định ghé qua giếng làng.
.
Ngẩn ngơ trong dạ xốn xang
Mong sao nhìn thấy bóng nàng đâu đây;
Trên vai quẩy gánh nước đầy
Mồ hôi lăn nhẹ má hây hây cười ;
.
Giếng trong, trong vắt bao đời
Dù đi đâu, vẫn nhắc tôi nhớ về ;
.
Hải Dương tháng 2/2017 (P0422),
Nguyễn Văn Phú",Thơ đất nước
NƯỚC,"Từ non cao xuyên ghềnh đá
Nước soi cành lá, in bóng ngàn mây
Nước vơi rồi nước lại đầy
Nước len khe ngách qua ngày, tháng, năm
 
Nước reo bên suối ì-ầm
Vui cơn thác đổ băng rừng về xuôi
Nước tuôn khắp ngả mọi nơi
Tìm nguồn để nước ra khơi dạt-dào
 
Hôm nao nước ở trong ao
Nuôi con tôm Cá, cánh bèo lơ-thơ
 
Cũng khi nước ở lòng hồ
Soi cành liễu rũ bên bờ tháng năm
 
Rồi khi nước đổ ra sông
Dựa theo con nước mang dòng phù sa
Đắp bồi đồng lúa bao la
Nước dầu công cán vẫn ra sông ngoài
 
RĐinh",Thơ đất nước
CHIỀU QUÊ,"Ai bảo,
ngày tháng mười,
chưa cười đã tối,
Ta
đợi chiều
vàng suộm cả chờ trông
một chút riêng
dang dở
bận lòng,...

Bỗng nhiên
thèm lắm mùi khói bếp
rơm rạ hanh nồng ấm mùa màng,
mằn mặn cá kho niêu
ngòn ngọt ngồng cải luộc
mâm cơm mẹ
ngàn lần hơn yến tiệc,
chiều lạnh se
gà sớm lên chuồng
chó thả rông
sủa theo bước người đi...

Ôi chiều quê
thương nhớ
đến cạn se
niềm mong mỏi
theo ta cùng năm tháng,
Đợi
chiều nay,
nhớ quay quắt
chiều
xưa...",Thơ đất nước
MÔN LỊCH SỬ NƯỚC TÔI,"Có một chút gì đau xót ở trong lòng
Khi tôi nghĩ môn Lịch sử nước tôi
Đã có chủ trương thành môn tự chọn
Chẳng khác gì họ muốn xóa bỏ ký ức
Của dân tộc tôi, quá khứ anh hùng
Dù giải thích thế nào chăng nữa
Ở đằng sau ắt là có ý đồ
Nhằm hướng đến con người quên đi cội nguồn
Vì lịch sử là gia phả của một đất nước
Cũng như mọi nhà đếu có gia phả
Để nhớ nguồn gốc cội nguồn của mình
Ôi! Môn lịch sử, môn Lịch sử nước tôi!
Ngày xưa cha vẫn bắt tôi đọc hằng đêm
Gương yêu nước chống ngoại xâm của tiền nhân oanh liệt
Ở trường học, các thầy cô, tôi nào quên được
Lời giải thích tầm quan trọng của bộ môn
Học Lịch sử để nâng cao lòng yêu nước
Giang sơn mà chúng ta có được ngày hôm nay
Đã đánh đổi biết bao xương máu của lớp lớp, những người đi trước!
Giặc đến nhà đàn bà phải đánh
Gương Bà Trưng bà Triệu có ai quên
""Thà làm quỷ nước Nam còn hơn làm Vương đất Bắc""
Lời tuyên bố khí khái của Trần Bình Trọng
Mãi mãi ở trong lòng thế hệ chúng tôi
“Xin bệ hạ chém đầu tôi rồi hãy hàng giặc”
Lời Hưng Đạo vương khí tiết làm sao!
Ôi! Lịch sử VN trải dài theo đất nước
Mỗi lần gợi nhắc là mỗi lần ngấn lệ
Mỗi lần kể lại là mỗi lần sục sôi…
Có một chút gì uất nghẹn ở trong lòng
Khi tôi nghĩ môn lịch sử nước tôi
Đã trải qua bao biến đổi
Viết và sửa lại vô tư
Và giờ đây có lúc sẽ không còn
Trong chương trình Giáo dục Phổ thông",Thơ đất nước
VỀ QUÊ GẶP TIẾT MƯA PHÙN,"Về quê gặp tiết mưa phùn,
bờ sông cỏ dại mối đùn ngổn ngang
lơ phơ mấy khóm tre làng
bến xưa lở lói đò giang cạn dòng,

Nhìn ra mưa bụi trắng đồng,
lúa chưa bén rễ trống không bóng người,
lần theo những tiếng nói cười
hội làng mở giữa một trời mưa bay,

Chợt nghe ai gọi đâu đây,
ta ngơ ngẩn nỗi riêng tây chợ đời...",Thơ đất nước
ĐÔI LỜI THĂM QUÊ NGÀY ĐẠI DỊCH,"Năm xưa làm cỗ quê nhà
Xây mộ giỗ Tổ thế mà lại vui
Mấy năm nay chẳng tới lui
Dịch ngăn sông cách đôi nơi diệu-vời
 
Nẻo về quê cũ xa-xôi
Nào trông thấy bóng của người thân quen
Quê ơi nạn dịch đang lan
Giọt sầu ứa mắt chảy tràn muôn nơi
 
Thấm đầy nỗi khổ cuộc đời
Xa xôi xin gởi những lời thân thương
Dẫu rằng cách trở trùng dương
Mà sao vẫn mỗi canh-trường trở-trăn
 
Vì chưng dịch Hán hoành-hành
Còn trong ta nỗi đoạn-đành cách xa
Bao giờ dịch sạch nước nhà
Dù muôn xa cách vẫn là gần bên
 
RĐinh",Thơ đất nước
LÃNG QUÊN,"Chắc bây giờ
em cũng đã quên anh
Tình cảm xa xưa nay trở thành dĩ vãng
Gom góp yêu thương, những tháng ngày lãng mạn
Chôn kín trong lòng
chẳng dám…mở ra xem

Mở ra làm gì
để nhung nhớ nhiều thêm
Làm xáo trộn những êm đềm cuộc sống
Chuyện tình khi xưa, cũng chỉ là ảo mộng
Theo ngày dài…
tháng rộng…
sẽ quên đi

Anh ở bên này
có nhiều lúc nghĩ suy
Muốn tìm em, níu những gì đã có
Nhưng bởi trong tim, yêu thầm cô gái nhỏ
Nên phải lạnh lùng,
phải nhắc nhở bản thân:

“Rằng thương nhau
…thì không cản…níu chân
Phải nên mừng vui chớ đừng buồn bã
Cố lãng quên
tìm bình yên, thong thả
Hai con đường giờ thật đã xa xôi…”

Niềm riêng nào
xin cất kỹ người ơi…
Tia Nắng Đỏ",Thơ đất nước
